Year,Series,Country,Vaccine,Age,Region,Units,Unit multiplier,Observation status,GeoCode,Value
2018/19,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,92.6
2019/20,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,92.2
2020/21,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,91.9
2009/10,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,93.9
2010/11,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,95.0
2011/12,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,95.5
2012/13,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,95.9
2013/14,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,96.2
2014/15,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,95.0
2015/16,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,95.7
2016/17,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,95.0
2017/18,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,94.6
2018/19,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,92.8
2019/20,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,92.2
2020/21,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,91.9
2009/10,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,92.8
2010/11,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,92.8
2011/12,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,93.9
2012/13,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,95.8
2013/14,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,96.0
2014/15,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,95.2
2015/16,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,96.1
2016/17,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,95.1
2017/18,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,94.7
2018/19,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,93.9
2019/20,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,92.5
2020/21,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,N92000002,92.3
2009/10,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,96.8
2010/11,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,96.7
2011/12,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,96.7
2012/13,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,97.0
2019/20,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,N92000002,92.0
2020/21,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,N92000002,91.8
2013/14,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,98.2
2014/15,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.0
2015/16,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,98.1
2016/17,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.7
2017/18,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.4
2018/19,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.3
2019/20,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,96.9
2020/21,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.1
2009/10,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,91.9
2010/11,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,92.9
2011/12,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,92.9
2012/13,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,92.2
2013/14,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,93.4
2014/15,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,93.8
2015/16,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,93.6
2016/17,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,93.3
2017/18,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,92.9
2018/19,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,93.1
2019/20,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,91.9
2020/21,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,N92000002,90.7
2009/10,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,96.0
2010/11,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,96.7
2011/12,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,96.7
2012/13,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,97.0
2013/14,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,97.5
2014/15,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,96.4
2015/16,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,97.5
2016/17,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,97.4
2017/18,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,96.8
2018/19,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,96.7
2019/20,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,96.2
2020/21,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,96.0
2009/10,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,89.9
2010/11,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,91.3
2011/12,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,91.2
2012/13,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,90.9
2013/14,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,92.4
2014/15,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,93.1
2015/16,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,93.0
2016/17,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,92.8
2017/18,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,92.4
2018/19,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,91.6
2019/20,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,90.3
2020/21,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,N92000002,90.0
2011/12,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,88.7
2012/13,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,94.3
2013/14,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,95.9
2014/15,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,94.9
2015/16,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,96.6
2016/17,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,96.4
2017/18,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,96.1
2018/19,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,95.8
2019/20,Proportion of children vaccinated by 5th birthday (%),Northern Ireland,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,N92000002,95.5
