Year,Series,Bank account category,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,65 to 74,Percentage (%),Units,Normal value,93.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,65 to 74,Percentage (%),Units,Normal value,7.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,65 to 74,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,65 to 74,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,65 to 74,Percentage (%),Units,Normal value,41.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,65 to 74,Percentage (%),Units,Normal value,43.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,65 to 74,Percentage (%),Units,Normal value,16.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,65 to 74,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,65 to 74,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,65 to 74,Percentage (%),Units,Normal value,26.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,65 to 74,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,65 to 74,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,65 to 74,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,65 to 74,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,75 to 84,Percentage (%),Units,Normal value,96.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,75 to 84,Percentage (%),Units,Normal value,95.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,75 to 84,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,75 to 84,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,75 to 84,Percentage (%),Units,Normal value,95.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,75 to 84,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,75 to 84,Percentage (%),Units,Normal value,92.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,75 to 84,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,75 to 84,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,75 to 84,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,75 to 84,Percentage (%),Units,Normal value,40.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,75 to 84,Percentage (%),Units,Normal value,38.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,75 to 84,Percentage (%),Units,Normal value,16.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,75 to 84,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,75 to 84,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,75 to 84,Percentage (%),Units,Normal value,26.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,75 to 84,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,75 to 84,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,75 to 84,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,75 to 84,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,85 and over,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,85 and over,Percentage (%),Units,Normal value,93.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,85 and over,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,85 and over,Percentage (%),Units,Normal value,7.0
