Indicator,Alias,Source,Year,Sex,Location,Age,Confidence Interval,Value
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2009,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2010,,Total,,,0
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1990,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1991,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1992,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1993,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1994,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1995,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1996,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1997,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1998,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,1999,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2000,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2001,,Total,,,9.89
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2002,,Total,,,9.99
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2003,,Total,,,9.99
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2004,,Total,,,9.99
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2005,,Total,,,9.99
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2006,,Total,,,9.99
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2007,,Total,,,9.99
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2008,,Total,,,9.99
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2009,,Total,,,9.99
7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,7.06 Proportion of terrestrial and marine areas protected to total territorial area - Percent,UNSD_MDG_2012 Estimated,2010,,Total,,,9.99
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1990,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1995,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1991,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1992,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1993,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1994,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1996,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1998,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1997,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,1999,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2000,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2001,,Total,,,9.89
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2002,,Total,,,9.99
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2003,,Total,,,9.99
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2004,,Total,,,9.99
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2005,,Total,,,9.99
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2006,,Total,,,9.99
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2007,,Total,,,9.99
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2008,,Total,,,9.99
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2009,,Total,,,9.99
Proportion of terrestrial areas protected to total surface area - Percent,Proportion of terrestrial areas protected to total surface area - Percent,UNSD_MDG_2012 Estimated,2010,,Total,,,9.99
School attendance rate of children aged 10-14 yr both of whose parents are alive and who live with at least one parent - Percent,School attendance rate of children aged 10-14 yr both of whose parents are alive and who live with at least one parent - Percent,UNSD_MDG_2012 Country Data,2005,,Total,,,91.2
School attendance rate of orphans aged 10-14 yr - Percent,School attendance rate of orphans aged 10-14 yr - Percent,UNSD_MDG_2012 Country Data,2005,,Total,,,74.6
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,1992,,Total,,,2516.43
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,1990,,Total,,,2516.43
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,1993,,Total,,,2516.43
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,1991,,Total,,,2516.43
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,1994,,Total,,,2516.43
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,1995,,Total,,,2516.43
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,1996,,Total,,,2516.43
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,1998,,Total,,,2516.43
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,1997,,Total,,,2516.43
Terrestrial areas protected - Sq km,Terrestrial areas protected - Sq km,UNSD_MDG_2012 Estimated,2001,,Total,,,2516.43
