Year,Series,Sex,Age,Country,Region,Socio-economic classification,Ethnicity,Country of birth,Units,Unit multiplier,Observation status,GeoCode,Value
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,England,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,18.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,England,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,19.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,England,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,20.1
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,England,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,21.5
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,England,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,22.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,England,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,24.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,,England,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,23.8
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,17.9
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,16.7
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,20.0
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,20.3
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,20.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,21.9
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,23.9
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,26.5
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,26.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,25.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,18 to 24,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,28.6
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,19.7
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,20.9
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,23.1
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,23.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,23.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,22.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,28.2
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,30.4
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,30.1
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,29.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,25 to 34,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,29.8
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,22.7
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,19.8
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,21.0
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,21.0
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,18.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,22.9
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,23.8
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,22.2
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,24.1
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,27.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,35 to 44,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,24.7
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,19.0
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,17.0
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,16.6
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,19.2
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,17.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,17.5
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,19.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,21.7
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,21.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,23.9
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,45 to 54,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,23.7
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,15.9
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,14.7
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,14.8
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,16.4
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,17.5
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,15.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,21.0
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,18.4
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,19.1
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,15.9
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Male,55 to 64,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,19.4
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,7.0
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,9.1
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Male,65 and over,England,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,9.0
