Year,Disposal Method,Region,Waste collection Authority,Observation status,Unit multiplier,GeoCode,Value
2016 to 2017,Recycled-composted,London,City of London,Undefined,Units,E12000007,29.62776659959759
2016 to 2017,Recycled-composted,London,Croydon LB,Undefined,Units,E12000007,38.64647763373882
2016 to 2017,Recycled-composted,London,East London Waste Authority,Undefined,Units,E12000007,24.75925286333028
2016 to 2017,Recycled-composted,London,Greenwich LB,Undefined,Units,E12000007,32.88659793814433
2016 to 2017,Recycled-composted,London,Lewisham LB,Undefined,Units,E12000007,17.24597749162563
2016 to 2017,Recycled-composted,London,Merton LB,Undefined,Units,E12000007,35.56078927634046
2016 to 2017,Recycled-composted,London,North London Waste Authority,Undefined,Units,E12000007,29.417255838153828
2016 to 2017,Recycled-composted,London,Royal Borough of Kingston upon Thames,Undefined,Units,E12000007,48.79152931168061
2016 to 2017,Recycled-composted,London,Southwark LB,Undefined,Units,E12000007,33.371513901969266
2016 to 2017,Recycled-composted,London,Sutton LB,Undefined,Units,E12000007,36.20994048802161
2016 to 2017,Recycled-composted,London,Tower Hamlets LB,Undefined,Units,E12000007,21.68428990077291
2016 to 2017,Recycled-composted,London,West London Waste Authority,Undefined,Units,E12000007,36.57672024625367
2016 to 2017,Recycled-composted,London,Western Riverside Waste Authority,Undefined,Units,E12000007,19.52068226846218
2016 to 2017,Recycled-composted,London,Westminster City Council,Undefined,Units,E12000007,16.068876229932677
2016 to 2017,Recycled-composted,North East,County Durham,Undefined,Units,E12000001,41.88488384665596
2016 to 2017,Recycled-composted,North East,Darlington Borough Council,Undefined,Units,E12000001,45.88589472995304
2016 to 2017,Recycled-composted,North East,Gateshead MBC,Undefined,Units,E12000001,34.22800956683497
2016 to 2017,Recycled-composted,North East,Hartlepool Borough Council,Undefined,Units,E12000001,33.34193104634167
2016 to 2017,Recycled-composted,North East,Middlesbrough Borough Council,Undefined,Units,E12000001,31.75305123931394
2016 to 2017,Recycled-composted,North East,Newcastle-upon-Tyne City Council MBC,Undefined,Units,E12000001,40.60847313050896
2016 to 2017,Recycled-composted,North East,North Tyneside Council,Undefined,Units,E12000001,37.15094726253237
2016 to 2017,Recycled-composted,North East,Northumberland,Undefined,Units,E12000001,36.93405286746548
2016 to 2017,Recycled-composted,North East,Redcar and Cleveland Borough Council,Undefined,Units,E12000001,37.64088152640142
2016 to 2017,Recycled-composted,North East,South Tyneside MBC,Undefined,Units,E12000001,37.56854084846356
2016 to 2017,Recycled-composted,North East,Stockton-on-Tees Borough Council,Undefined,Units,E12000001,32.93024526883924
2016 to 2017,Recycled-composted,North East,Sunderland City Council,Undefined,Units,E12000001,27.28148761574945
2016 to 2017,Recycled-composted,North West,Blackburn with Darwen Borough Council,Undefined,Units,E12000002,32.553712265433774
2016 to 2017,Recycled-composted,North West,Blackpool Borough Council,Undefined,Units,E12000002,33.09039145907473
2016 to 2017,Recycled-composted,North West,Cheshire East,Undefined,Units,E12000002,56.77687090923429
2016 to 2017,Recycled-composted,North West,Cheshire West and Chester,Undefined,Units,E12000002,60.246927437005446
2016 to 2017,Recycled-composted,North West,Cumbria County Council,Undefined,Units,E12000002,47.19423242531079
2016 to 2017,Recycled-composted,North West,Greater Manchester WDA (MBC),Undefined,Units,E12000002,45.06519142783226
2016 to 2017,Recycled-composted,North West,Halton Borough Council,Undefined,Units,E12000002,44.83088808101792
2016 to 2017,Recycled-composted,North West,Lancashire County Council,Undefined,Units,E12000002,42.20769822839437
2016 to 2017,Recycled-composted,North West,Merseyside WDA (MBC),Undefined,Units,E12000002,42.7875826064603
2016 to 2017,Recycled-composted,North West,Warrington Borough Council,Undefined,Units,E12000002,54.85391731563267
2016 to 2017,Recycled-composted,North West,Wigan MBC,Undefined,Units,E12000002,46.55711620761549
2016 to 2017,Recycled-composted,South East,Bracknell Forest Borough Council,Undefined,Units,E12000008,41.6698582918422
2016 to 2017,Recycled-composted,South East,Brighton and Hove Council,Undefined,Units,E12000008,28.21735936663976
2016 to 2017,Recycled-composted,South East,Buckinghamshire County Council,Undefined,Units,E12000008,51.89752241926314
2016 to 2017,Recycled-composted,South East,East Sussex County Council,Undefined,Units,E12000008,44.33489991556894
2016 to 2017,Recycled-composted,South East,Hampshire County Council,Undefined,Units,E12000008,42.553422296646914
2016 to 2017,Recycled-composted,South East,Isle of Wight Council,Undefined,Units,E12000008,49.58488527480026
2016 to 2017,Recycled-composted,South East,Kent County Council,Undefined,Units,E12000008,48.02027181184043
2016 to 2017,Recycled-composted,South East,Medway Borough Council,Undefined,Units,E12000008,47.01568764959676
2016 to 2017,Recycled-composted,South East,Milton Keynes Council,Undefined,Units,E12000008,52.59947958217457
2016 to 2017,Recycled-composted,South East,Oxfordshire County Council,Undefined,Units,E12000008,57.34961131426633
2016 to 2017,Recycled-composted,South East,Portsmouth City Council,Undefined,Units,E12000008,26.35588093680169
2016 to 2017,Recycled-composted,South East,Reading Borough Council,Undefined,Units,E12000008,31.64925686569389
2016 to 2017,Recycled-composted,South East,Slough Borough Council,Undefined,Units,E12000008,25.087707793698154
2016 to 2017,Recycled-composted,South East,Southampton City Council,Undefined,Units,E12000008,26.542319004731542
2016 to 2017,Recycled-composted,South East,Surrey County Council,Undefined,Units,E12000008,56.37242623115074
2016 to 2017,Recycled-composted,South East,West Berkshire District Council,Undefined,Units,E12000008,53.21186390706999
2016 to 2017,Recycled-composted,South East,West Sussex County Council,Undefined,Units,E12000008,45.38312055135013
2016 to 2017,Recycled-composted,South East,Windsor and Maidenhead Borough Council,Undefined,Units,E12000008,48.04447533009034
2016 to 2017,Recycled-composted,South East,Wokingham Council,Undefined,Units,E12000008,41.35861060516662
2016 to 2017,Recycled-composted,South West,Bath and North East Somerset Council,Undefined,Units,E12000009,57.5597721665776
2016 to 2017,Recycled-composted,South West,Bournemouth Borough Council,Undefined,Units,E12000009,47.59347910467072
2016 to 2017,Recycled-composted,South West,Bristol City Council,Undefined,Units,E12000009,45.69410544959717
2016 to 2017,Recycled-composted,South West,Cornwall,Undefined,Units,E12000009,35.250702774137906
2016 to 2017,Recycled-composted,South West,Council of the Isles of Scilly,Undefined,Units,E12000009,19.22632794457275
2016 to 2017,Recycled-composted,South West,Devon County Council,Undefined,Units,E12000009,53.24978759558199
2016 to 2017,Recycled-composted,South West,Dorset Waste Partnership,Undefined,Units,E12000009,58.39806022880977
2016 to 2017,Recycled-composted,South West,Gloucestershire County Council,Undefined,Units,E12000009,49.68018155772667
2016 to 2017,Recycled-composted,South West,North Somerset Council,Undefined,Units,E12000009,57.59252350055964
2016 to 2017,Recycled-composted,South West,Plymouth City Council,Undefined,Units,E12000009,34.906335573811305
2016 to 2017,Recycled-composted,South West,Poole Borough Council,Undefined,Units,E12000009,47.880810429087454
2016 to 2017,Recycled-composted,South West,Somerset County Council,Undefined,Units,E12000009,50.68709152132747
2016 to 2017,Recycled-composted,South West,South Gloucestershire Council,Undefined,Units,E12000009,50.73211004718851
2016 to 2017,Recycled-composted,South West,Swindon Borough Council,Undefined,Units,E12000009,44.96022351611321
2016 to 2017,Recycled-composted,South West,Torbay Council,Undefined,Units,E12000009,40.14083458635423
2016 to 2017,Recycled-composted,South West,Wiltshire,Undefined,Units,E12000009,41.17416280193436
2016 to 2017,Recycled-composted,West Midlands,Birmingham City Council,Undefined,Units,E12000005,23.46420230329387
2016 to 2017,Recycled-composted,West Midlands,Coventry City Council,Undefined,Units,E12000005,30.74279703813491
2016 to 2017,Recycled-composted,West Midlands,Dudley MBC,Undefined,Units,E12000005,35.782827027295774
2016 to 2017,Recycled-composted,West Midlands,Herefordshire Council,Undefined,Units,E12000005,43.0813520513077
2016 to 2017,Recycled-composted,West Midlands,Sandwell MBC,Undefined,Units,E12000005,38.95110781390439
2016 to 2017,Recycled-composted,West Midlands,Shropshire,Undefined,Units,E12000005,54.00418637103651
2016 to 2017,Recycled-composted,West Midlands,Solihull MBC,Undefined,Units,E12000005,45.80112668675488
2016 to 2017,Recycled-composted,West Midlands,Staffordshire County Council,Undefined,Units,E12000005,48.990764130968486
2016 to 2017,Recycled-composted,West Midlands,Stoke-on-Trent City Council,Undefined,Units,E12000005,33.060191797592324
2016 to 2017,Recycled-composted,West Midlands,Telford and Wrekin Council,Undefined,Units,E12000005,46.51835651391404
2016 to 2017,Recycled-composted,West Midlands,Walsall MBC,Undefined,Units,E12000005,40.440273564882204
2016 to 2017,Recycled-composted,West Midlands,Warwickshire County Council,Undefined,Units,E12000005,52.157940521038746
2016 to 2017,Recycled-composted,West Midlands,Wolverhampton MBC,Undefined,Units,E12000005,39.533562635207694
2016 to 2017,Recycled-composted,West Midlands,Worcestershire County Council,Undefined,Units,E12000005,43.9824162343139
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Barnsley Metropolitan Borough Council,Undefined,Units,E12000003,48.18413098013492
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Bradford City MDC (MBC),Undefined,Units,E12000003,39.93458941247122
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Calderdale MBC,Undefined,Units,E12000003,52.60417853318448
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Doncaster MBC,Undefined,Units,E12000003,47.3004992806973
2016 to 2017,Recycled-composted,Yorkshire and the Humber,East Riding of Yorkshire Council,Undefined,Units,E12000003,62.82539587332053
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Kingston-upon-Hull City Council,Undefined,Units,E12000003,50.03351972931833
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Kirklees MBC,Undefined,Units,E12000003,30.25914445133292
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Leeds City Council MBC,Undefined,Units,E12000003,36.37037474529723
2016 to 2017,Recycled-composted,Yorkshire and the Humber,North East Lincolnshire Council,Undefined,Units,E12000003,28.91521084142604
2016 to 2017,Recycled-composted,Yorkshire and the Humber,North Lincolnshire Council,Undefined,Units,E12000003,47.70286117539618
2016 to 2017,Recycled-composted,Yorkshire and the Humber,North Yorkshire County Council,Undefined,Units,E12000003,44.5122984013772
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Rotherham MBC,Undefined,Units,E12000003,44.10609601115074
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Sheffield City Council,Undefined,Units,E12000003,29.06423078455592
2016 to 2017,Recycled-composted,Yorkshire and the Humber,Wakefield City MDC,Undefined,Units,E12000003,43.740686800982914
2016 to 2017,Recycled-composted,Yorkshire and the Humber,York City Council,Undefined,Units,E12000003,40.37726229926077
2016 to 2017,Other,East Midlands,Derby City Council,Undefined,Units,E12000004,0.6005343738072013
2016 to 2017,Other,East Midlands,Derbyshire County Council,Undefined,Units,E12000004,0.95379471220946
2016 to 2017,Other,East Midlands,Leicester City Council,Undefined,Units,E12000004,1.703062563588375
2016 to 2017,Other,East Midlands,Leicestershire County Council,Undefined,Units,E12000004,3.9956893936548568
2016 to 2017,Other,East Midlands,Lincolnshire County Council,Undefined,Units,E12000004,1.4257306059894717
2016 to 2017,Other,East Midlands,Northamptonshire County Council,Undefined,Units,E12000004,0.3468152916907511
2016 to 2017,Other,East Midlands,Nottingham City Council,Undefined,Units,E12000004,0.0
2016 to 2017,Other,East Midlands,Nottinghamshire County Council,Undefined,Units,E12000004,2.6662411649292013
2016 to 2017,Other,East Midlands,Rutland County Council,Undefined,Units,E12000004,0.0543502876036052
2016 to 2017,Other,East of England,Bedford,Undefined,Units,E12000006,12.827348652857076
2016 to 2017,Other,East of England,Cambridgeshire County Council,Undefined,Units,E12000006,8.681758681758682
2016 to 2017,Other,East of England,Central Bedfordshire,Undefined,Units,E12000006,4.892823476371983
2016 to 2017,Other,East of England,Essex County Council,Undefined,Units,E12000006,9.512485459164996
2016 to 2017,Other,East of England,Hertfordshire County Council,Undefined,Units,E12000006,1.3726925691575589
2016 to 2017,Other,East of England,Luton Borough Council,Undefined,Units,E12000006,0.0
2016 to 2017,Other,East of England,Norfolk County Council,Undefined,Units,E12000006,1.3362501942898504
2016 to 2017,Other,East of England,Peterborough City Council,Undefined,Units,E12000006,0.2718004240537736
2016 to 2017,Other,East of England,Southend-on-Sea Borough Council,Undefined,Units,E12000006,12.182262042583178
2016 to 2017,Other,East of England,Suffolk County Council,Undefined,Units,E12000006,1.603313021477624
2016 to 2017,Other,East of England,Thurrock Council,Undefined,Units,E12000006,0.0
2016 to 2017,Other,London,Bexley LB,Undefined,Units,E12000007,0.0807927583307226
2016 to 2017,Other,London,Bromley LB,Undefined,Units,E12000007,0.7237973367457111
2016 to 2017,Other,London,City of London,Undefined,Units,E12000007,0.0
2016 to 2017,Other,London,Croydon LB,Undefined,Units,E12000007,0.2278131807089046
2016 to 2017,Other,London,East London Waste Authority,Undefined,Units,E12000007,22.77020634855938
2016 to 2017,Other,London,Greenwich LB,Undefined,Units,E12000007,-0.3019145802650957
2016 to 2017,Other,London,Lewisham LB,Undefined,Units,E12000007,-0.001606593459558
2016 to 2017,Other,London,Merton LB,Undefined,Units,E12000007,0.0
2016 to 2017,Other,London,North London Waste Authority,Undefined,Units,E12000007,1.4846415176963337
2016 to 2017,Other,London,Royal Borough of Kingston upon Thames,Undefined,Units,E12000007,-0.1260880793595333
2016 to 2017,Other,London,Southwark LB,Undefined,Units,E12000007,15.90178260832676
2016 to 2017,Other,London,Sutton LB,Undefined,Units,E12000007,0.0023383881490488
2016 to 2017,Other,London,Tower Hamlets LB,Undefined,Units,E12000007,2.467824030436496
