Year,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,Units,GeoCode,Value
2011,,,,Undefined,Units,Number of Deaths,Number of Deaths,,79.0
2012,,,,Undefined,Units,Number of Deaths,Number of Deaths,,82.0
2013,,,,Undefined,Units,Number of Deaths,Number of Deaths,,97.0
2014,,,,Undefined,Units,Number of Deaths,Number of Deaths,,71.0
2015,,,,Undefined,Units,Number of Deaths,Number of Deaths,,39.0
2016,,,,Undefined,Units,Number of Deaths,Number of Deaths,,53.0
2017,,,,Undefined,Units,Number of Deaths,Number of Deaths,,65.0
2018,,,,Undefined,Units,Number of Deaths,Number of Deaths,,57.0
2001,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,64.0
2002,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,52.0
2003,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,43.0
2004,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,51.0
2005,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,44.0
2006,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,46.0
2007,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,50.0
2008,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,47.0
2009,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,51.0
2010,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,68.0
2011,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,44.0
2012,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,42.0
2013,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,56.0
2014,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,37.0
2015,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,18.0
2016,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,32.0
2017,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,47.0
2018,England and Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,29.0
2001,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,66.0
2002,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,43.0
2003,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,51.0
2004,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,44.0
2005,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,46.0
2006,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,47.0
2007,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,59.0
2008,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,69.0
2009,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,73.0
2010,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,61.0
2011,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,35.0
2012,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,40.0
2013,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,41.0
2014,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,34.0
2015,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,21.0
2016,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,21.0
2017,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,18.0
2018,England and Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,K04000001,28.0
2001,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,120.0
2002,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,84.0
2003,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,91.0
2004,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,88.0
2005,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,88.0
2006,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,90.0
2007,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,102.0
2008,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,112.0
2009,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,114.0
2010,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,115.0
2011,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,73.0
2012,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,81.0
2013,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,91.0
2014,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,64.0
2015,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,36.0
2016,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,48.0
2017,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,63.0
2018,England,,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,53.0
2001,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,10.0
2002,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,11.0
2003,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2004,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,7.0
2005,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,2.0
2006,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2007,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,7.0
2008,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,4.0
2009,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,10.0
2010,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,14.0
2011,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,6.0
2012,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,1.0
2013,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,6.0
2014,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,7.0
2015,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2016,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,5.0
2017,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,2.0
2018,Wales,,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,4.0
2001,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,59.0
2002,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,46.0
2003,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,42.0
2004,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,48.0
2005,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,43.0
2006,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,46.0
2007,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,47.0
2008,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,44.0
2009,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,47.0
2010,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,61.0
2011,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,40.0
2012,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,42.0
2013,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,53.0
2014,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,34.0
2015,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,16.0
2016,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,28.0
2017,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,45.0
2018,England,Male,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,27.0
2001,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,61.0
2002,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,38.0
2003,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,49.0
2004,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,40.0
2005,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,45.0
2006,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,44.0
2007,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,55.0
2008,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,68.0
2009,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,67.0
2010,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,54.0
2011,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,33.0
2012,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,39.0
2013,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,38.0
2014,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,30.0
2015,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,20.0
2016,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,20.0
2017,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,18.0
2018,England,Female,,Undefined,Units,Number of Deaths,Number of Deaths,E92000001,26.0
2001,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,5.0
2002,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,6.0
2003,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,1.0
2004,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2005,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,1.0
2006,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,0.0
2007,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2008,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2009,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,4.0
2010,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,7.0
2011,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,4.0
2012,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,0.0
2013,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2014,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2015,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,2.0
2016,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,4.0
2017,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,2.0
2018,Wales,Male,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,2.0
2001,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,5.0
2002,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,5.0
2003,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,2.0
2004,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,4.0
2005,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,1.0
2006,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2007,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,4.0
2008,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,1.0
2009,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,6.0
2010,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,7.0
2011,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,2.0
2012,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,1.0
2013,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,3.0
2014,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,4.0
2015,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,1.0
2016,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,1.0
2017,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,0.0
2018,Wales,Female,,Undefined,Units,Number of Deaths,Number of Deaths,W92000004,2.0
2001,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
2002,,,Exposure to excessive natural heat,Undefined,Units,Number of Deaths,Number of Deaths,,0.0
