Year,Series,Water area extent,Quality measure,Water type,Deviation level,Geography (HydroBASINs ID),Units,Observation status,Unit multiplier,Value
2001 to 2005 (baseline),Open water area,,,Permanent,,2060053260 (South Humber),% of total land area,Normal value,Units,0.3178633350673885
1984 to 1988,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.2621175756072938
1985 to 1989,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.2679256776688419
1986 to 1990,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.2710934361478138
1998 to 2002,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.2831128293446013
1999 to 2003,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.3157515297099849
2009 to 2013,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.2971481679098445
2010 to 2014,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.2984154892414732
2011 to 2015,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.3087992424393142
2012 to 2016,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.3118700176005604
2013 to 2017,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.3225904881599429
2014 to 2018,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.3301944161497149
2015 to 2019,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.3316916642233679
2016 to 2020,Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.383982017980488
2001 to 2005 (baseline),Open water area,,,Permanent,,2060053270 (North Anglian),% of total land area,Normal value,Units,0.342198553543714
1984 to 1988,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2163170113737789
1985 to 1989,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.217253371652307
1986 to 1990,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.218015673100227
1998 to 2002,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2555590194102751
1999 to 2003,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2594149942343369
2009 to 2013,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2527118235022949
2010 to 2014,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2536494542832365
2011 to 2015,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2633573632224954
2012 to 2016,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2660838614012212
2013 to 2017,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2761983311127028
2014 to 2018,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2773760868497399
2015 to 2019,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2771639129467348
2016 to 2020,Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2805790234334161
2001 to 2005 (baseline),Open water area,,,Permanent,,2060053500 (Central Anglian),% of total land area,Normal value,Units,0.2811494790169429
1984 to 1988,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.2543847102774091
1985 to 1989,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.2574880842054267
1986 to 1990,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.2590052892369027
1998 to 2002,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.2633408175541192
1999 to 2003,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.2696326208437388
2009 to 2013,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.2793185956924087
2010 to 2014,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.2910504985380696
2011 to 2015,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.3085845612313728
2012 to 2016,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.3152154368575715
2013 to 2017,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.3343483118226801
2014 to 2018,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.3410573464959552
2015 to 2019,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.3387941823240034
2016 to 2020,Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.3371689339039233
2001 to 2005 (baseline),Open water area,,,Permanent,,2060053510 (South Anglian),% of total land area,Normal value,Units,0.3026134399143149
1984 to 1988,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3442338363854411
1985 to 1989,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3459953844677563
1986 to 1990,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3470429392253542
1998 to 2002,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3470007558122971
1999 to 2003,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3498840702122194
2009 to 2013,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3306726502617197
2010 to 2014,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3310444892360792
2011 to 2015,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3415637825737537
2012 to 2016,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.342015301328334
2013 to 2017,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3682447913327226
2014 to 2018,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3677440585962423
2015 to 2019,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3639569255128435
2016 to 2020,Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3689345682536469
2001 to 2005 (baseline),Open water area,,,Permanent,,2060053790 (Thames),% of total land area,Normal value,Units,0.3766627257606737
1984 to 1988,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.2655163446937865
1985 to 1989,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.2671357050891295
1986 to 1990,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.2664202139432679
1998 to 2002,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.2707114325789525
1999 to 2003,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.270573173420332
2009 to 2013,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.274238769363258
2010 to 2014,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.2775639021280819
2011 to 2015,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.292469967666854
2012 to 2016,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.2964794832668499
2013 to 2017,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.3043654400266671
2014 to 2018,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.3080085688563174
2015 to 2019,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.3061437984544231
2016 to 2020,Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.3030433368223579
2001 to 2005 (baseline),Open water area,,,Permanent,,2060053800 (South East England),% of total land area,Normal value,Units,0.2928069743659914
1984 to 1988,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.7812307617766114
1985 to 1989,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.87128759298356
1986 to 1990,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.8766555048169944
1998 to 2002,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.8026522901653723
1999 to 2003,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.7977734701055528
2009 to 2013,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.5393930262360724
2010 to 2014,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.5298116665436714
2011 to 2015,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.6652192300176258
2012 to 2016,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.6571051456460903
2013 to 2017,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.873428881702692
2014 to 2018,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.8757775591597667
2015 to 2019,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.891392202886471
2016 to 2020,Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.883013697874052
2001 to 2005 (baseline),Open water area,,,Permanent,,2060054000 (Outer Hebrides),% of total land area,Normal value,Units,1.7177577102934172
1984 to 1988,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,17.562878097475483
1985 to 1989,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,18.299782073593374
1986 to 1990,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,17.808512756181447
1998 to 2002,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,18.975277385034754
1999 to 2003,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,18.852460055681743
2009 to 2013,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,14.001175546239232
2010 to 2014,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,13.632723558180317
2011 to 2015,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,18.729642726328795
2012 to 2016,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,19.15950337906421
2013 to 2017,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,20.51049400194692
2014 to 2018,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,21.1859893133883
2015 to 2019,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,22.16852794821209
2016 to 2020,Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,20.694719995976374
2001 to 2005 (baseline),Open water area,,,Permanent,,2060054130 (Sule Skerry),% of total land area,Normal value,Units,19.036686049711204
1984 to 1988,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.766928268077068
1985 to 1989,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.8391591599381654
1986 to 1990,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.852455906179812
1998 to 2002,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.777742817692656
1999 to 2003,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.7695134604137435
2009 to 2013,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.766114601963125
2010 to 2014,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.7680509213228723
2011 to 2015,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.8320627554761217
2012 to 2016,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.8334325984274296
2013 to 2017,Open water area,,,Permanent,,2060054140 (Orkney),% of total land area,Normal value,Units,2.833597391564425
