Year,Series,Region,Local authority,Sex,Unit measure,Observation status,GeoCode,Value
2018 to 2019,All state-funded schools,North West,Wirral,,Percentage (%),Normal value,E12000002,99.0433
2018 to 2019,All state-funded schools,North West,,,Percentage (%),Normal value,E12000002,98.3911
2018 to 2019,All state-funded schools,Outer London,Barking and Dagenham,,Percentage (%),Normal value,E13000002,94.7489
2018 to 2019,All state-funded schools,Outer London,Barnet,,Percentage (%),Normal value,E13000002,93.1569
2018 to 2019,All state-funded schools,Outer London,Bexley,,Percentage (%),Normal value,E13000002,96.1433
2018 to 2019,All state-funded schools,Outer London,Brent,,Percentage (%),Normal value,E13000002,93.4671
2018 to 2019,All state-funded schools,Outer London,Bromley,,Percentage (%),Normal value,E13000002,95.5054
2018 to 2019,All state-funded schools,Outer London,Croydon,,Percentage (%),Normal value,E13000002,91.8427
2018 to 2019,All state-funded schools,Outer London,Ealing,,Percentage (%),Normal value,E13000002,94.61
2018 to 2019,All state-funded schools,Outer London,Enfield,,Percentage (%),Normal value,E13000002,94.1639
2018 to 2019,All state-funded schools,Outer London,Greenwich,,Percentage (%),Normal value,E13000002,95.4555
2018 to 2019,All state-funded schools,Outer London,Harrow,,Percentage (%),Normal value,E13000002,91.5455
2018 to 2019,All state-funded schools,Outer London,Havering,,Percentage (%),Normal value,E13000002,95.0516
2018 to 2019,All state-funded schools,Outer London,Hillingdon,,Percentage (%),Normal value,E13000002,90.0592
2018 to 2019,All state-funded schools,Outer London,Hounslow,,Percentage (%),Normal value,E13000002,95.7882
2018 to 2019,All state-funded schools,Outer London,Kingston Upon Thames,,Percentage (%),Normal value,E13000002,95.9899
2018 to 2019,All state-funded schools,Outer London,Merton,,Percentage (%),Normal value,E13000002,95.5477
2018 to 2019,All state-funded schools,Outer London,Redbridge,,Percentage (%),Normal value,E13000002,94.7321
2018 to 2019,All state-funded schools,Outer London,Richmond Upon Thames,,Percentage (%),Normal value,E13000002,97.5881
2018 to 2019,All state-funded schools,Outer London,Sutton,,Percentage (%),Normal value,E13000002,95.8108
2018 to 2019,All state-funded schools,Outer London,Waltham Forest,,Percentage (%),Normal value,E13000002,92.9433
2018 to 2019,All state-funded schools,Outer London,,,Percentage (%),Normal value,E13000002,94.2195
2018 to 2019,All state-funded schools,South East,Bracknell Forest,,Percentage (%),Normal value,E12000008,94.1991
2018 to 2019,All state-funded schools,South East,Brighton and Hove,,Percentage (%),Normal value,E12000008,98.4047
2018 to 2019,All state-funded schools,South East,Buckinghamshire,,Percentage (%),Normal value,E12000008,94.5986
2018 to 2019,All state-funded schools,South East,East Sussex,,Percentage (%),Normal value,E12000008,96.1288
2018 to 2019,All state-funded schools,South East,Hampshire,,Percentage (%),Normal value,E12000008,97.4053
2018 to 2019,All state-funded schools,South East,Isle of Wight,,Percentage (%),Normal value,E12000008,95.9692
2018 to 2019,All state-funded schools,South East,Kent,,Percentage (%),Normal value,E12000008,95.0794
2018 to 2019,All state-funded schools,South East,Medway,,Percentage (%),Normal value,E12000008,93.3186
2018 to 2019,All state-funded schools,South East,Milton Keynes,,Percentage (%),Normal value,E12000008,94.984
2018 to 2019,All state-funded schools,South East,Oxfordshire,,Percentage (%),Normal value,E12000008,96.2473
2018 to 2019,All state-funded schools,South East,Portsmouth,,Percentage (%),Normal value,E12000008,96.1882
2018 to 2019,All state-funded schools,South East,Reading,,Percentage (%),Normal value,E12000008,95.3812
2018 to 2019,All state-funded schools,South East,Slough,,Percentage (%),Normal value,E12000008,90.28
2018 to 2019,All state-funded schools,South East,Southampton,,Percentage (%),Normal value,E12000008,96.8795
2018 to 2019,All state-funded schools,South East,Surrey,,Percentage (%),Normal value,E12000008,96.6603
2018 to 2019,All state-funded schools,South East,West Berkshire,,Percentage (%),Normal value,E12000008,96.4201
2018 to 2019,All state-funded schools,South East,West Sussex,,Percentage (%),Normal value,E12000008,98.4259
2018 to 2019,All state-funded schools,South East,Windsor and Maidenhead,,Percentage (%),Normal value,E12000008,93.8603
2018 to 2019,All state-funded schools,South East,Wokingham,,Percentage (%),Normal value,E12000008,97.6136
2018 to 2019,All state-funded schools,South East,,,Percentage (%),Normal value,E12000008,96.0543
2018 to 2019,All state-funded schools,South West,Bath and North East Somerset,,Percentage (%),Normal value,E12000009,97.2766
2018 to 2019,All state-funded schools,South West,Bournemouth,,Percentage (%),Normal value,E12000009,96.1617
2018 to 2019,All state-funded schools,South West,"Bristol, City of",,Percentage (%),Normal value,E12000009,98.179
2018 to 2019,All state-funded schools,South West,Cornwall,,Percentage (%),Normal value,E12000009,97.8703
2018 to 2019,All state-funded schools,South West,Devon,,Percentage (%),Normal value,E12000009,98.3159
2018 to 2019,All state-funded schools,South West,Dorset,,Percentage (%),Normal value,E12000009,97.4065
2018 to 2019,All state-funded schools,South West,Gloucestershire,,Percentage (%),Normal value,E12000009,98.4437
2018 to 2019,All state-funded schools,South West,Isles of Scilly,,Percentage (%),Normal value,E12000009,71.4285
2018 to 2019,All state-funded schools,South West,North Somerset,,Percentage (%),Normal value,E12000009,99.0022
2018 to 2019,All state-funded schools,South West,Plymouth,,Percentage (%),Normal value,E12000009,97.0885
2018 to 2019,All state-funded schools,South West,Poole,,Percentage (%),Normal value,E12000009,96.7426
2018 to 2019,All state-funded schools,South West,Somerset,,Percentage (%),Normal value,E12000009,97.0751
2018 to 2019,All state-funded schools,South West,South Gloucestershire,,Percentage (%),Normal value,E12000009,99.3012
2018 to 2019,All state-funded schools,South West,Swindon,,Percentage (%),Normal value,E12000009,96.5688
2018 to 2019,All state-funded schools,South West,Torbay,,Percentage (%),Normal value,E12000009,98.0952
2018 to 2019,All state-funded schools,South West,Wiltshire,,Percentage (%),Normal value,E12000009,97.7752
2018 to 2019,All state-funded schools,South West,,,Percentage (%),Normal value,E12000009,97.813
2018 to 2019,All state-funded schools,West Midlands,Birmingham,,Percentage (%),Normal value,E12000005,97.0578
2018 to 2019,All state-funded schools,West Midlands,Coventry,,Percentage (%),Normal value,E12000005,95.4279
2018 to 2019,All state-funded schools,West Midlands,Dudley,,Percentage (%),Normal value,E12000005,98.606
2018 to 2019,All state-funded schools,West Midlands,"Herefordshire, County of",,Percentage (%),Normal value,E12000005,96.9017
2018 to 2019,All state-funded schools,West Midlands,Sandwell,,Percentage (%),Normal value,E12000005,96.4481
2018 to 2019,All state-funded schools,West Midlands,Shropshire,,Percentage (%),Normal value,E12000005,98.932
2018 to 2019,All state-funded schools,West Midlands,Solihull,,Percentage (%),Normal value,E12000005,96.3284
2018 to 2019,All state-funded schools,West Midlands,Staffordshire,,Percentage (%),Normal value,E12000005,97.8143
2018 to 2019,All state-funded schools,West Midlands,Stoke-on-Trent,,Percentage (%),Normal value,E12000005,97.0497
2018 to 2019,All state-funded schools,West Midlands,Telford and Wrekin,,Percentage (%),Normal value,E12000005,99.1224
2018 to 2019,All state-funded schools,West Midlands,Walsall,,Percentage (%),Normal value,E12000005,97.3337
2018 to 2019,All state-funded schools,West Midlands,Warwickshire,,Percentage (%),Normal value,E12000005,96.9493
2018 to 2019,All state-funded schools,West Midlands,Wolverhampton,,Percentage (%),Normal value,E12000005,95.0563
2018 to 2019,All state-funded schools,West Midlands,Worcestershire,,Percentage (%),Normal value,E12000005,98.6132
2018 to 2019,All state-funded schools,West Midlands,,,Percentage (%),Normal value,E12000005,97.2439
2018 to 2019,All state-funded schools,Yorkshire and The Humber,Barnsley,,Percentage (%),Normal value,E12000003,97.9426
2018 to 2019,All state-funded schools,Yorkshire and The Humber,Bradford,,Percentage (%),Normal value,E12000003,97.0849
2018 to 2019,All state-funded schools,Yorkshire and The Humber,Calderdale,,Percentage (%),Normal value,E12000003,97.3559
2018 to 2019,All state-funded schools,Yorkshire and The Humber,Doncaster,,Percentage (%),Normal value,E12000003,97.6866
2018 to 2019,All state-funded schools,Yorkshire and The Humber,East Riding of Yorkshire,,Percentage (%),Normal value,E12000003,97.9529
2018 to 2019,All state-funded schools,Yorkshire and The Humber,"Kingston Upon Hull, City of",,Percentage (%),Normal value,E12000003,96.3802
2018 to 2019,All state-funded schools,Yorkshire and The Humber,Kirklees,,Percentage (%),Normal value,E12000003,98.4355
2018 to 2019,All state-funded schools,Yorkshire and The Humber,Leeds,,Percentage (%),Normal value,E12000003,98.5076
2018 to 2019,All state-funded schools,Yorkshire and The Humber,North East Lincolnshire,,Percentage (%),Normal value,E12000003,95.605
2018 to 2019,All state-funded schools,Yorkshire and The Humber,North Lincolnshire,,Percentage (%),Normal value,E12000003,96.6433
2018 to 2019,All state-funded schools,Yorkshire and The Humber,North Yorkshire,,Percentage (%),Normal value,E12000003,99.1062
2018 to 2019,All state-funded schools,Yorkshire and The Humber,Rotherham,,Percentage (%),Normal value,E12000003,98.1311
2018 to 2019,All state-funded schools,Yorkshire and The Humber,Sheffield,,Percentage (%),Normal value,E12000003,98.1441
2018 to 2019,All state-funded schools,Yorkshire and The Humber,Wakefield,,Percentage (%),Normal value,E12000003,97.5937
2018 to 2019,All state-funded schools,Yorkshire and The Humber,York,,Percentage (%),Normal value,E12000003,99.106
2018 to 2019,All state-funded schools,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,97.9074
2018 to 2019,All state-funded schools,,,Female,Percentage (%),Normal value,,96.869
2018 to 2019,All state-funded schools,,,Gender unclassified,Percentage (%),Normal value,,86.7101
2018 to 2019,All state-funded schools,,,Male,Percentage (%),Normal value,,95.7568
2018 to 2019,All state-funded schools,,,,Percentage (%),Normal value,,96.5957
2018 to 2019,Nursery,East Midlands,,,Percentage (%),Normal value,E12000004,95.4941
2018 to 2019,Nursery,East of England,,,Percentage (%),Normal value,E12000006,95.8041
2018 to 2019,Nursery,Inner London,,,Percentage (%),Normal value,E13000001,98.5849
2018 to 2019,Nursery,North East,,,Percentage (%),Normal value,E12000001,98.7012
2018 to 2019,Nursery,North West,,,Percentage (%),Normal value,E12000002,98.5319
2018 to 2019,Nursery,Outer London,,,Percentage (%),Normal value,E13000002,97.4358
2018 to 2019,Nursery,South East,,,Percentage (%),Normal value,E12000008,98.2142
2018 to 2019,Nursery,South West,,,Percentage (%),Normal value,E12000009,100.0
2018 to 2019,Nursery,West Midlands,,,Percentage (%),Normal value,E12000005,98.2142
2018 to 2019,Nursery,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,97.647
2018 to 2019,Nursery,,,Female,Percentage (%),Normal value,,97.8346
2018 to 2019,Nursery,,,Male,Percentage (%),Normal value,,100.0
2018 to 2019,Nursery,,,,Percentage (%),Normal value,,97.9303
2018 to 2019,Primary,,,Female,Percentage (%),Normal value,,97.8144091075845
2018 to 2019,Primary,,,Gender unclassified,Percentage (%),Normal value,,88.7632851936384
2018 to 2019,Primary,,,Male,Percentage (%),Normal value,,96.3703757497361
2018 to 2019,Primary,,,,Percentage (%),Normal value,,97.6050304920575
2018 to 2019,Primary,East Midlands,,,Percentage (%),Normal value,E12000004,98.0593466544456
2018 to 2019,Primary,East of England,,,Percentage (%),Normal value,E12000006,96.3670850233549
2018 to 2019,Primary,Inner London,,,Percentage (%),Normal value,E13000001,94.4759402654867
2018 to 2019,Primary,North East,,,Percentage (%),Normal value,E12000001,99.4212163096061
2018 to 2019,Primary,North West,,,Percentage (%),Normal value,E12000002,99.1429818615496
2018 to 2019,Primary,Outer London,,,Percentage (%),Normal value,E13000002,94.835820748916
2018 to 2019,Primary,South East,,,Percentage (%),Normal value,E12000008,97.260093995828
2018 to 2019,Primary,South West,,,Percentage (%),Normal value,E12000009,98.9939772174581
2018 to 2019,Primary,West Midlands,,,Percentage (%),Normal value,E12000005,98.3123094444719
2018 to 2019,Primary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,98.8805097702462
2018 to 2019,Secondary,East Midlands,,,Percentage (%),Normal value,E12000004,96.571
2018 to 2019,Secondary,East of England,,,Percentage (%),Normal value,E12000006,94.3356
2018 to 2019,Secondary,Inner London,,,Percentage (%),Normal value,E13000001,93.9884
2018 to 2019,Secondary,North East,,,Percentage (%),Normal value,E12000001,98.4753
2018 to 2019,Secondary,North West,,,Percentage (%),Normal value,E12000002,98.1525
2018 to 2019,Secondary,Outer London,,,Percentage (%),Normal value,E13000002,94.8452
2018 to 2019,Secondary,South East,,,Percentage (%),Normal value,E12000008,95.5746
2018 to 2019,Secondary,South West,,,Percentage (%),Normal value,E12000009,97.1122
2018 to 2019,Secondary,West Midlands,,,Percentage (%),Normal value,E12000005,96.9611
2018 to 2019,Secondary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,97.4655
2018 to 2019,Secondary,,,Female,Percentage (%),Normal value,,96.2581
2018 to 2019,Secondary,,,Gender unclassified,Percentage (%),Normal value,,78.6498
2018 to 2019,Secondary,,,Male,Percentage (%),Normal value,,96.4006
2018 to 2019,Secondary,,,,Percentage (%),Normal value,,96.3068
2019 to 2020,All state-funded schools,East Midlands,Derby,,Percentage (%),Normal value,E12000004,95.9963
2019 to 2020,All state-funded schools,East Midlands,Derbyshire,,Percentage (%),Normal value,E12000004,98.2236
2019 to 2020,All state-funded schools,East Midlands,Leicester,,Percentage (%),Normal value,E12000004,97.0144
2019 to 2020,All state-funded schools,East Midlands,Leicestershire,,Percentage (%),Normal value,E12000004,97.4171
2019 to 2020,All state-funded schools,East Midlands,Lincolnshire,,Percentage (%),Normal value,E12000004,95.8909
2019 to 2020,All state-funded schools,East Midlands,Northamptonshire,,Percentage (%),Normal value,E12000004,95.1966
2019 to 2020,All state-funded schools,East Midlands,Nottingham,,Percentage (%),Normal value,E12000004,97.5316
2019 to 2020,All state-funded schools,East Midlands,Nottinghamshire,,Percentage (%),Normal value,E12000004,97.7989
2019 to 2020,All state-funded schools,East Midlands,Rutland,,Percentage (%),Normal value,E12000004,98.6187
2019 to 2020,All state-funded schools,East Midlands,,,Percentage (%),Normal value,E12000004,96.8995
