Year,Units,Local Authority,Deprivation decile,Unit multiplier,Unit measure,GeoCode,Value
2010/11,Met need (%),Milton Keynes,,Units,Percentage (%),E06000042,12.2745490981964
2011/12,Met need (%),Milton Keynes,,Units,Percentage (%),E06000042,12.2377622377622
2012/13,Met need (%),Milton Keynes,,Units,Percentage (%),E06000042,14.5145145145145
2013/14,Met need (%),Milton Keynes,,Units,Percentage (%),E06000042,14.2436149312377
2014/15,Met need (%),Milton Keynes,,Units,Percentage (%),E06000042,9.15388421573478
2015/16,Met need (%),Milton Keynes,,Units,Percentage (%),E06000042,10.5769230769231
2016/17,Met need (%),Milton Keynes,,Units,Percentage (%),E06000042,17.359413202934
2017/18,Met need (%),Milton Keynes,,Units,Percentage (%),E06000042,18.6363636363636
2018/19,Met need (%),Milton Keynes,,Units,Percentage (%),E06000042,21.72332016
2010/11,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,245.0
2011/12,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,245.0
2012/13,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,290.0
2013/14,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,290.0
2014/15,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,185.0
2015/16,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,220.0
2016/17,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,355.0
2017/18,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,410.0
2018/19,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,458.0
2018/19,Number of people in treatment,Milton Keynes,,Units,Count,E06000042,455.0
2010/11,Estimated prevalence,Newcastle upon Tyne,,Units,Number,E08000021,3978.0
2011/12,Estimated prevalence,Newcastle upon Tyne,,Units,Number,E08000021,4014.0
2012/13,Estimated prevalence,Newcastle upon Tyne,,Units,Number,E08000021,3992.0
2013/14,Estimated prevalence,Newcastle upon Tyne,,Units,Number,E08000021,4145.0
2014/15,Estimated prevalence,Newcastle upon Tyne,,Units,Number,E08000021,4066.0
2015/16,Estimated prevalence,Newcastle upon Tyne,,Units,Number,E08000021,4053.0
2016/17,Estimated prevalence,Newcastle upon Tyne,,Units,Number,E08000021,4148.0
2017/18,Estimated prevalence,Newcastle upon Tyne,,Units,Number,E08000021,4146.0
2018/19,Estimated prevalence,Newcastle upon Tyne,,Units,Number,E08000021,4115.666667
2010/11,Met need (%),Newcastle upon Tyne,,Units,Percentage (%),E08000021,23.7556561085973
2011/12,Met need (%),Newcastle upon Tyne,,Units,Percentage (%),E08000021,20.802192326856
2012/13,Met need (%),Newcastle upon Tyne,,Units,Percentage (%),E08000021,19.2885771543086
2013/14,Met need (%),Newcastle upon Tyne,,Units,Percentage (%),E08000021,17.8528347406514
2014/15,Met need (%),Newcastle upon Tyne,,Units,Percentage (%),E08000021,17.3389080177078
2015/16,Met need (%),Newcastle upon Tyne,,Units,Percentage (%),E08000021,22.6992351344683
2016/17,Met need (%),Newcastle upon Tyne,,Units,Percentage (%),E08000021,23.9874638379942
2017/18,Met need (%),Newcastle upon Tyne,,Units,Percentage (%),E08000021,23.9990352146647
2018/19,Met need (%),Newcastle upon Tyne,,Units,Percentage (%),E08000021,19.99676035
2010/11,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,945.0
2011/12,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,835.0
2012/13,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,770.0
2013/14,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,740.0
2014/15,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,705.0
2015/16,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,920.0
2016/17,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,995.0
2017/18,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,995.0
2018/19,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,823.0
2018/19,Number of people in treatment,Newcastle upon Tyne,,Units,Count,E08000021,825.0
2010/11,Estimated prevalence,Newham,,Units,Number,E09000025,3519.0
2011/12,Estimated prevalence,Newham,,Units,Number,E09000025,3538.0
2012/13,Estimated prevalence,Newham,,Units,Number,E09000025,3495.0
2013/14,Estimated prevalence,Newham,,Units,Number,E09000025,3601.0
2014/15,Estimated prevalence,Newham,,Units,Number,E09000025,3615.0
2015/16,Estimated prevalence,Newham,,Units,Number,E09000025,3516.0
2016/17,Estimated prevalence,Newham,,Units,Number,E09000025,3513.0
2017/18,Estimated prevalence,Newham,,Units,Number,E09000025,3687.0
2018/19,Estimated prevalence,Newham,,Units,Number,E09000025,3572.0
2010/11,Met need (%),Newham,,Units,Percentage (%),E09000025,18.897414038079
2011/12,Met need (%),Newham,,Units,Percentage (%),E09000025,14.6975692481628
2012/13,Met need (%),Newham,,Units,Percentage (%),E09000025,16.4520743919886
2013/14,Met need (%),Newham,,Units,Percentage (%),E09000025,12.7742293807276
2014/15,Met need (%),Newham,,Units,Percentage (%),E09000025,10.926694329184
2015/16,Met need (%),Newham,,Units,Percentage (%),E09000025,16.6382252559727
2016/17,Met need (%),Newham,,Units,Percentage (%),E09000025,20.7799601480216
2017/18,Met need (%),Newham,,Units,Percentage (%),E09000025,17.7651206943314
2018/19,Met need (%),Newham,,Units,Percentage (%),E09000025,17.10526316
2010/11,Number of people in treatment,Newham,,Units,Count,E09000025,665.0
2011/12,Number of people in treatment,Newham,,Units,Count,E09000025,520.0
2012/13,Number of people in treatment,Newham,,Units,Count,E09000025,575.0
2013/14,Number of people in treatment,Newham,,Units,Count,E09000025,460.0
2014/15,Number of people in treatment,Newham,,Units,Count,E09000025,395.0
2015/16,Number of people in treatment,Newham,,Units,Count,E09000025,585.0
2016/17,Number of people in treatment,Newham,,Units,Count,E09000025,730.0
2017/18,Number of people in treatment,Newham,,Units,Count,E09000025,655.0
2018/19,Number of people in treatment,Newham,,Units,Count,E09000025,611.0
2018/19,Number of people in treatment,Newham,,Units,Count,E09000025,610.0
2010/11,Estimated prevalence,Norfolk,,Units,Number,,8949.0
2011/12,Estimated prevalence,Norfolk,,Units,Number,,8971.0
2012/13,Estimated prevalence,Norfolk,,Units,Number,,8972.0
2013/14,Estimated prevalence,Norfolk,,Units,Number,,9216.0
2014/15,Estimated prevalence,Norfolk,,Units,Number,,9195.0
2015/16,Estimated prevalence,Norfolk,,Units,Number,,8943.0
2016/17,Estimated prevalence,Norfolk,,Units,Number,,9009.0
2017/18,Estimated prevalence,Norfolk,,Units,Number,,8840.0
2018/19,Estimated prevalence,Norfolk,,Units,Number,,8930.666667
2010/11,Met need (%),Norfolk,,Units,Percentage (%),,23.131076097888
2011/12,Met need (%),Norfolk,,Units,Percentage (%),,21.5137665812061
2012/13,Met need (%),Norfolk,,Units,Percentage (%),,18.167632634864
2013/14,Met need (%),Norfolk,,Units,Percentage (%),,15.4622395833333
2014/15,Met need (%),Norfolk,,Units,Percentage (%),,16.5307232191408
2015/16,Met need (%),Norfolk,,Units,Percentage (%),,19.5124678519512
2016/17,Met need (%),Norfolk,,Units,Percentage (%),,15.9285159285159
2017/18,Met need (%),Norfolk,,Units,Percentage (%),,13.8574660633484
2018/19,Met need (%),Norfolk,,Units,Percentage (%),,16.50492684
2010/11,Number of people in treatment,Norfolk,,Units,Count,,2070.0
2011/12,Number of people in treatment,Norfolk,,Units,Count,,1930.0
2012/13,Number of people in treatment,Norfolk,,Units,Count,,1630.0
2013/14,Number of people in treatment,Norfolk,,Units,Count,,1425.0
2014/15,Number of people in treatment,Norfolk,,Units,Count,,1520.0
2015/16,Number of people in treatment,Norfolk,,Units,Count,,1745.0
2016/17,Number of people in treatment,Norfolk,,Units,Count,,1435.0
2017/18,Number of people in treatment,Norfolk,,Units,Count,,1225.0
2018/19,Number of people in treatment,Norfolk,,Units,Count,,1474.0
2018/19,Number of people in treatment,Norfolk,,Units,Count,,1475.0
2010/11,Estimated prevalence,North East Lincolnshire,,Units,Number,E06000012,1890.0
2011/12,Estimated prevalence,North East Lincolnshire,,Units,Number,E06000012,1901.0
2012/13,Estimated prevalence,North East Lincolnshire,,Units,Number,E06000012,1891.0
2013/14,Estimated prevalence,North East Lincolnshire,,Units,Number,E06000012,1970.0
2014/15,Estimated prevalence,North East Lincolnshire,,Units,Number,E06000012,1957.0
2015/16,Estimated prevalence,North East Lincolnshire,,Units,Number,E06000012,1988.0
2016/17,Estimated prevalence,North East Lincolnshire,,Units,Number,E06000012,1936.0
2017/18,Estimated prevalence,North East Lincolnshire,,Units,Number,E06000012,1987.0
2018/19,Estimated prevalence,North East Lincolnshire,,Units,Number,E06000012,1970.333333
2010/11,Met need (%),North East Lincolnshire,,Units,Percentage (%),E06000012,21.4285714285714
2011/12,Met need (%),North East Lincolnshire,,Units,Percentage (%),E06000012,19.9894792214624
2012/13,Met need (%),North East Lincolnshire,,Units,Percentage (%),E06000012,15.6002115282919
2013/14,Met need (%),North East Lincolnshire,,Units,Percentage (%),E06000012,13.9593908629442
2014/15,Met need (%),North East Lincolnshire,,Units,Percentage (%),E06000012,11.2416964741952
2015/16,Met need (%),North East Lincolnshire,,Units,Percentage (%),E06000012,15.8450704225352
2016/17,Met need (%),North East Lincolnshire,,Units,Percentage (%),E06000012,18.3367768595041
2017/18,Met need (%),North East Lincolnshire,,Units,Percentage (%),E06000012,17.362858580775
2018/19,Met need (%),North East Lincolnshire,,Units,Percentage (%),E06000012,20.45339198
2010/11,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,405.0
2011/12,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,380.0
2012/13,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,295.0
2013/14,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,275.0
2014/15,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,220.0
2015/16,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,315.0
2016/17,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,355.0
2017/18,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,345.0
2018/19,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,403.0
2018/19,Number of people in treatment,North East Lincolnshire,,Units,Count,E06000012,405.0
2010/11,Estimated prevalence,North Lincolnshire,,Units,Number,E06000013,1727.0
2011/12,Estimated prevalence,North Lincolnshire,,Units,Number,E06000013,1698.0
2012/13,Estimated prevalence,North Lincolnshire,,Units,Number,E06000013,1708.0
2013/14,Estimated prevalence,North Lincolnshire,,Units,Number,E06000013,1744.0
2014/15,Estimated prevalence,North Lincolnshire,,Units,Number,E06000013,1741.0
2015/16,Estimated prevalence,North Lincolnshire,,Units,Number,E06000013,1764.0
2016/17,Estimated prevalence,North Lincolnshire,,Units,Number,E06000013,1888.0
2017/18,Estimated prevalence,North Lincolnshire,,Units,Number,E06000013,1746.0
2018/19,Estimated prevalence,North Lincolnshire,,Units,Number,E06000013,1799.333333
2010/11,Met need (%),North Lincolnshire,,Units,Percentage (%),E06000013,15.3445280833816
2011/12,Met need (%),North Lincolnshire,,Units,Percentage (%),E06000013,12.0730270906949
2012/13,Met need (%),North Lincolnshire,,Units,Percentage (%),E06000013,14.9297423887588
2013/14,Met need (%),North Lincolnshire,,Units,Percentage (%),E06000013,22.0756880733945
2014/15,Met need (%),North Lincolnshire,,Units,Percentage (%),E06000013,22.1137277426766
2015/16,Met need (%),North Lincolnshire,,Units,Percentage (%),E06000013,18.7074829931973
2016/17,Met need (%),North Lincolnshire,,Units,Percentage (%),E06000013,17.2139830508475
2017/18,Met need (%),North Lincolnshire,,Units,Percentage (%),E06000013,17.4684994272623
2018/19,Met need (%),North Lincolnshire,,Units,Percentage (%),E06000013,19.61837718
2010/11,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,265.0
2011/12,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,205.0
2012/13,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,255.0
2013/14,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,385.0
2014/15,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,385.0
2015/16,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,330.0
2016/17,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,325.0
2017/18,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,305.0
2018/19,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,353.0
2018/19,Number of people in treatment,North Lincolnshire,,Units,Count,E06000013,350.0
2010/11,Estimated prevalence,North Somerset,,Units,Number,E06000024,1787.0
2011/12,Estimated prevalence,North Somerset,,Units,Number,E06000024,1776.0
2012/13,Estimated prevalence,North Somerset,,Units,Number,E06000024,1772.0
2013/14,Estimated prevalence,North Somerset,,Units,Number,E06000024,1828.0
2014/15,Estimated prevalence,North Somerset,,Units,Number,E06000024,1817.0
2015/16,Estimated prevalence,North Somerset,,Units,Number,E06000024,1824.0
2016/17,Estimated prevalence,North Somerset,,Units,Number,E06000024,1739.0
2017/18,Estimated prevalence,North Somerset,,Units,Number,E06000024,1724.0
2018/19,Estimated prevalence,North Somerset,,Units,Number,E06000024,1762.333333
2010/11,Met need (%),North Somerset,,Units,Percentage (%),E06000024,19.8656966983772
2011/12,Met need (%),North Somerset,,Units,Percentage (%),E06000024,16.6103603603604
2012/13,Met need (%),North Somerset,,Units,Percentage (%),E06000024,18.9051918735892
2013/14,Met need (%),North Somerset,,Units,Percentage (%),E06000024,21.0612691466083
2014/15,Met need (%),North Somerset,,Units,Percentage (%),E06000024,19.537699504678
2015/16,Met need (%),North Somerset,,Units,Percentage (%),E06000024,19.7368421052632
2016/17,Met need (%),North Somerset,,Units,Percentage (%),E06000024,23.289246693502
2017/18,Met need (%),North Somerset,,Units,Percentage (%),E06000024,20.5916473317865
2018/19,Met need (%),North Somerset,,Units,Percentage (%),E06000024,21.44883677
2010/11,Number of people in treatment,North Somerset,,Units,Count,E06000024,355.0
2011/12,Number of people in treatment,North Somerset,,Units,Count,E06000024,295.0
2012/13,Number of people in treatment,North Somerset,,Units,Count,E06000024,335.0
2013/14,Number of people in treatment,North Somerset,,Units,Count,E06000024,385.0
2014/15,Number of people in treatment,North Somerset,,Units,Count,E06000024,355.0
2015/16,Number of people in treatment,North Somerset,,Units,Count,E06000024,360.0
2016/17,Number of people in treatment,North Somerset,,Units,Count,E06000024,405.0
2017/18,Number of people in treatment,North Somerset,,Units,Count,E06000024,355.0
2018/19,Number of people in treatment,North Somerset,,Units,Count,E06000024,378.0
2018/19,Number of people in treatment,North Somerset,,Units,Count,E06000024,380.0
2010/11,Estimated prevalence,North Tyneside,,Units,Number,E08000022,2516.0
2011/12,Estimated prevalence,North Tyneside,,Units,Number,E08000022,2511.0
2012/13,Estimated prevalence,North Tyneside,,Units,Number,E08000022,2517.0
2013/14,Estimated prevalence,North Tyneside,,Units,Number,E08000022,2586.0
2014/15,Estimated prevalence,North Tyneside,,Units,Number,E08000022,2604.0
2015/16,Estimated prevalence,North Tyneside,,Units,Number,E08000022,2384.0
2016/17,Estimated prevalence,North Tyneside,,Units,Number,E08000022,2403.0
2017/18,Estimated prevalence,North Tyneside,,Units,Number,E08000022,2551.0
2018/19,Estimated prevalence,North Tyneside,,Units,Number,E08000022,2446.0
2010/11,Met need (%),North Tyneside,,Units,Percentage (%),E08000022,16.4944356120827
2011/12,Met need (%),North Tyneside,,Units,Percentage (%),E08000022,16.3281561131023
2012/13,Met need (%),North Tyneside,,Units,Percentage (%),E08000022,14.5013905442988
2013/14,Met need (%),North Tyneside,,Units,Percentage (%),E08000022,21.461716937355
2014/15,Met need (%),North Tyneside,,Units,Percentage (%),E08000022,28.8018433179723
2015/16,Met need (%),North Tyneside,,Units,Percentage (%),E08000022,36.7030201342282
2016/17,Met need (%),North Tyneside,,Units,Percentage (%),E08000022,32.0432792342905
2017/18,Met need (%),North Tyneside,,Units,Percentage (%),E08000022,22.1481771854175
2018/19,Met need (%),North Tyneside,,Units,Percentage (%),E08000022,23.91659853
2010/11,Number of people in treatment,North Tyneside,,Units,Count,E08000022,415.0
2011/12,Number of people in treatment,North Tyneside,,Units,Count,E08000022,410.0
2012/13,Number of people in treatment,North Tyneside,,Units,Count,E08000022,365.0
2013/14,Number of people in treatment,North Tyneside,,Units,Count,E08000022,555.0
2014/15,Number of people in treatment,North Tyneside,,Units,Count,E08000022,750.0
2015/16,Number of people in treatment,North Tyneside,,Units,Count,E08000022,875.0
2016/17,Number of people in treatment,North Tyneside,,Units,Count,E08000022,770.0
2017/18,Number of people in treatment,North Tyneside,,Units,Count,E08000022,565.0
2018/19,Number of people in treatment,North Tyneside,,Units,Count,E08000022,585.0
2010/11,Estimated prevalence,North Yorkshire,,Units,Number,,5196.0
