Year,Region,Local Authority,Gender,Ethnicity,Free School Meals,Learning category,Learning sub-category (higher),Observation status,Unit multiplier,Unit measure,GeoCode,Value
2015/16,North West,Sefton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000014,86.1
2015/16,Yorkshire and The Humber,Sheffield,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000019,84.5
2015/16,West Midlands,Shropshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000051,88.1
2015/16,South East,Slough,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000039,85.0
2015/16,West Midlands,Solihull,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000029,84.6
2015/16,South West,Somerset,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.7
2015/16,South West,South Gloucestershire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000025,89.2
2015/16,North East,South Tyneside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000023,81.7
2015/16,South East,Southampton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000045,85.2
2015/16,East of England,Southend-on-Sea,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000033,87.8
2015/16,London,Southwark,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000028,84.4
2015/16,North West,St. Helens,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000013,80.0
2015/16,West Midlands,Staffordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.8
2015/16,North West,Stockport,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000007,84.1
2015/16,North East,Stockton-on-Tees,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000004,82.7
2015/16,West Midlands,Stoke-on-Trent,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000021,79.2
2015/16,East of England,Suffolk,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.1
2015/16,North East,Sunderland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000024,82.8
2015/16,South East,Surrey,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,89.2
2015/16,London,Sutton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000029,85.6
2015/16,South West,Swindon,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000030,85.3
2015/16,North West,Tameside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000008,80.3
2015/16,West Midlands,Telford and Wrekin,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000020,83.6
2015/16,East of England,Thurrock,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000034,88.7
2015/16,South West,Torbay,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000027,83.1
2015/16,London,Tower Hamlets,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000030,81.1
2015/16,North West,Trafford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000009,88.1
2015/16,Yorkshire and The Humber,Wakefield,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000036,81.3
2015/16,West Midlands,Walsall,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000030,79.5
2015/16,London,Waltham Forest,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000031,85.4
2015/16,London,Wandsworth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000032,87.1
2015/16,North West,Warrington,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000007,85.0
2015/16,West Midlands,Warwickshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.5
2015/16,South East,West Berkshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000037,89.8
2015/16,South East,West Sussex,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,87.0
2015/16,London,Westminster,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000033,83.4
2015/16,North West,Wigan,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000010,82.4
2015/16,South West,Wiltshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000054,87.1
2015/16,South East,Windsor and Maidenhead,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000040,90.3
2015/16,North West,Wirral,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000015,83.3
2015/16,South East,Wokingham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000041,89.3
2015/16,West Midlands,Wolverhampton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000031,80.5
2015/16,West Midlands,Worcestershire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,85.1
2015/16,Yorkshire and The Humber,York,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000014,88.7
2015/16,East Midlands,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000004,83.9
2015/16,East of England,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000006,85.1
2015/16,London,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000007,85.2
2015/16,North East,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000001,84.6
2015/16,North West,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000002,82.8
2015/16,South East,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000008,87.8
2015/16,South West,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000009,85.9
2015/16,West Midlands,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000005,82.6
2015/16,Yorkshire and The Humber,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E12000003,83.9
2015/16,,,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.8
2015/16,,,Boys,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,82.7
2015/16,,,Girls,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,92.6
2015/16,London,Barking and Dagenham,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E09000002,86.5
2015/16,London,Barnet,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E09000003,86.3
2015/16,Yorkshire and The Humber,Barnsley,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000016,85.2
2015/16,South West,Bath and North East Somerset,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000022,87.7
2015/16,East of England,Bedford,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000055,84.7
2015/16,London,Bexley,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E09000004,92.0
2015/16,West Midlands,Birmingham,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000025,83.5
2015/16,North West,Blackburn with Darwen,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000008,82.0
2015/16,North West,Blackpool,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000009,85.5
2015/16,North West,Bolton,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000001,82.3
2015/16,South West,Bournemouth,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000028,90.8
2015/16,South East,Bracknell Forest,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000036,89.8
2015/16,Yorkshire and The Humber,Bradford,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000032,85.1
2015/16,London,Brent,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E09000005,86.5
2015/16,South East,Brighton and Hove,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000043,86.7
2015/16,South West,"Bristol, City of",,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,86.2
2015/16,London,Bromley,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E09000006,89.5
2015/16,South East,Buckinghamshire,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,90.3
2015/16,North West,Bury,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000002,89.2
2015/16,Yorkshire and The Humber,Calderdale,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000033,86.4
2015/16,East of England,Cambridgeshire,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,88.0
2015/16,London,Camden,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E09000007,86.1
2015/16,East of England,Central Bedfordshire,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000056,88.7
2015/16,North West,Cheshire East,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000049,87.5
2015/16,North West,Cheshire West and Chester,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000050,88.8
2015/16,London,City of London,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E09000001,92.9
2015/16,South West,Cornwall,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000052,87.8
2015/16,North East,County Durham,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000047,86.2
2015/16,West Midlands,Coventry,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E08000026,86.0
2015/16,London,Croydon,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E09000008,86.5
2015/16,North West,Cumbria,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,87.9
2015/16,North East,Darlington,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000005,84.1
2015/16,East Midlands,Derby,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),E06000015,82.9
2015/16,East Midlands,Derbyshire,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,87.7
2015/16,South West,Devon,,,,Prime areas of learning,Physical Development,Normal value,Units,Percentage (%),,89.4
