Year,Series,Water area extent,Quality measure,Water type,Deviation level,Geography (HydroBASINs ID),Units,Observation status,Unit multiplier,Value
1986 to 1990,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,150.734977256404
1998 to 2002,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,-5.35312425185537
1999 to 2003,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,20.4022025377065
2009 to 2013,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,41.733301412497
2010 to 2014,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,67.2492219296145
2011 to 2015,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,90.9791716542973
2012 to 2016,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,140.392626286808
2013 to 2017,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,185.870241800335
2014 to 2018,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,196.399329662437
2015 to 2019,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,222.259995211874
2016 to 2020,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,244.610964807277
1984 to 1988,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,71.9999999999999
1985 to 1989,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,95.9999999999999
1986 to 1990,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,112.0
1998 to 2002,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-37.3333333333333
1999 to 2003,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-13.3333333333333
2009 to 2013,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-35.9999999999999
2010 to 2014,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,-9.33333333333331
2011 to 2015,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,30.6666666666667
2012 to 2016,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,89.3333333333333
2013 to 2017,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,145.333333333333
2014 to 2018,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,172.0
2015 to 2019,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,189.333333333333
2016 to 2020,Open water area,,,Seasonal,,2060053250 (Head of Humber Estuary),% change from baseline,Normal value,Units,250.666666666666
1984 to 1988,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,54.6149584487534
1985 to 1989,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,86.4376731301938
1986 to 1990,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,87.99050257222
1998 to 2002,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,-18.6133755441234
1999 to 2003,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,7.14839730906211
2009 to 2013,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,15.0629204590423
2010 to 2014,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,43.5187969924811
2011 to 2015,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,65.8330035615353
2012 to 2016,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,87.0755836960822
2013 to 2017,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,126.106846062524
2014 to 2018,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,129.929560743965
2015 to 2019,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,144.965571824297
2016 to 2020,Open water area,,,Seasonal,,2060053260 (South Humber),% change from baseline,Normal value,Units,175.53779184804
1984 to 1988,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,31.4801627670396
1985 to 1989,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,55.9630383180738
1986 to 1990,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,61.6191929467615
1998 to 2002,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-10.0762970498474
1999 to 2003,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,7.90267887419462
2009 to 2013,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-19.4370973211258
2010 to 2014,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,-1.21227534757552
2011 to 2015,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,20.1051203797897
2012 to 2016,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,34.1386910817225
2013 to 2017,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,70.2492370295014
2014 to 2018,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,81.8514750762969
2015 to 2019,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,87.7331298745337
2016 to 2020,Open water area,,,Seasonal,,2060053270 (North Anglian),% change from baseline,Normal value,Units,110.123770769752
1984 to 1988,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,4.75505652541723
1985 to 1989,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,11.669614704299
1986 to 1990,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,14.7935091901869
1998 to 2002,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-10.7890486810735
1999 to 2003,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,3.35999384757367
2009 to 2013,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-65.3518418826424
2010 to 2014,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-37.7805121894947
2011 to 2015,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-23.3499961547334
2012 to 2016,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,-8.54033684534334
2013 to 2017,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,12.4417442128739
2014 to 2018,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,34.5774052141813
2015 to 2019,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,19.0702145658694
2016 to 2020,Open water area,,,Seasonal,,2060053500 (Central Anglian),% change from baseline,Normal value,Units,45.9678535722522
1984 to 1988,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,64.9118131222074
1985 to 1989,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,70.2923884925923
1986 to 1990,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,72.3665438582739
1998 to 2002,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,118.672101591283
1999 to 2003,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,131.355334326252
2009 to 2013,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,84.4493219408952
2010 to 2014,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,110.921062945833
2011 to 2015,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,159.535941051971
2012 to 2016,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,119.825977894489
2013 to 2017,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,164.221995767029
2014 to 2018,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,208.842204280003
2015 to 2019,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,227.478247236811
2016 to 2020,Open water area,,,Seasonal,,2060053510 (South Anglian),% change from baseline,Normal value,Units,258.212745943402
1984 to 1988,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,38.3271678475139
1985 to 1989,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,43.6717035550818
1986 to 1990,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,51.4251677221142
1998 to 2002,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,-10.7354693084205
1999 to 2003,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,-7.33588312746881
2009 to 2013,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,-32.1838359771772
2010 to 2014,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,-10.3191422659728
2011 to 2015,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,19.3893034046021
2012 to 2016,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,37.6964072982631
2013 to 2017,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,71.8678287039939
2014 to 2018,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,85.1250862123016
2015 to 2019,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,95.4204025330741
2016 to 2020,Open water area,,,Seasonal,,2060053790 (Thames),% change from baseline,Normal value,Units,116.505110038246
1984 to 1988,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,6.94730972957902
1985 to 1989,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,7.8756621131865
1986 to 1990,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,17.6693615834959
1998 to 2002,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,-0.139392249790896
1999 to 2003,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,8.94898243657654
2009 to 2013,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,-1.72010036241988
2010 to 2014,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,14.3490381934764
2011 to 2015,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,36.8887649846668
2012 to 2016,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,50.9841092835238
2013 to 2017,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,80.6774463339838
2014 to 2018,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,92.9913576805129
2015 to 2019,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,105.104544187343
2016 to 2020,Open water area,,,Seasonal,,2060053800 (South East England),% change from baseline,Normal value,Units,135.971563981042
1984 to 1988,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),% change from baseline,Normal value,Units,204.099469738526
1985 to 1989,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),% change from baseline,Normal value,Units,289.599561162918
1986 to 1990,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),% change from baseline,Normal value,Units,321.477418175169
1998 to 2002,Open water area,,,Seasonal,,2060054000 (Outer Hebrides),% change from baseline,Normal value,Units,134.719327116474
