Year,Series,Seasonally adjusted or not,Age,Sex,Units,Unit multiplier,Observation status,Value
2006 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,14.98519537
2007 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,15.14736343
2007 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,15.25601239
2007 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,16.93125623
2007 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,14.56499135
2008 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,14.58817232
2008 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,15.07975304
2008 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,17.83748928
2008 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,15.7367627
2009 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,16.67801612
2009 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,17.26772769
2009 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,19.68603608
2009 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,16.89424132
2010 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,17.35983532
2010 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,16.50486461
2010 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,19.4662367
2010 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,18.23076827
2011 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,17.0501378
2011 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,17.83672207
2011 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,21.22605395
2011 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,18.76276265
2012 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,18.01408749
2012 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,18.26226431
2012 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,19.3427817
2012 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,17.08643096
2013 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,16.72752174
2013 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,17.02980439
2013 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,19.45336881
2013 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,16.42247772
2014 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,15.08706222
2014 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,15.16505213
2014 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,17.44620777
2014 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,15.33841913
2015 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,14.4045479
2015 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,14.58000208
2015 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,15.54504763
2015 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,13.68675631
2016 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,13.20951716
2016 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,13.1072978
2016 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,15.59507954
2016 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.99153456
2017 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.13498278
2017 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.22463701
2017 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,14.49345945
2017 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.6387323
2018 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.35112028
2018 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.28713208
2018 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,14.29935263
2018 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.65676692
2019 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.1776631
2019 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.89190838
2019 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,14.78234081
2019 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.46097145
2020 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.23770065
2020 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,12.95634887
2020 Q3,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,14.6264038
2020 Q4,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,13.80295685
2021 Q1,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,11.79042415
2021 Q2,"Proportion of youth not in education, employment or training",Not seasonally adjusted,18 to 24,,Percentage (%),Units,Normal value,10.37766832
2001 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.33687515
2002 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.32012551
2002 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.47864238
2002 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.3479112
2002 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.0212468
2003 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.70978998
2003 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,16.15247005
2003 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.56003986
2003 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,14.93811894
2004 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,14.53150918
2004 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.52162611
2004 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,16.04866428
2004 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.49207156
2005 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.71723912
2005 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.86138846
2005 Q3,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.17591515
2005 Q4,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,16.11376843
2006 Q1,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,16.04443959
2006 Q2,"Proportion of youth not in education, employment or training",Seasonally adjusted,,Female,Percentage (%),Units,Normal value,15.99250754
