Year,Series,Region,Local Authority,County,Observation status,Units,Unit multiplier,GeoCode,Value
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bury,,Undefined,Percentage (%),Units,E08000002,4.82
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bolton,,Undefined,Percentage (%),Units,E08000001,4.94
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,West Berkshire,,Undefined,Percentage (%),Units,E06000037,5.55
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Reading,,Undefined,Percentage (%),Units,E06000038,6.29
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Slough,,Undefined,Percentage (%),Units,E06000039,6.4
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Windsor and Maidenhead,,Undefined,Percentage (%),Units,E06000040,5.88
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Wokingham,,Undefined,Percentage (%),Units,E06000041,6.0
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Milton Keynes,,Undefined,Percentage (%),Units,E06000042,5.87
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Brighton and Hove,,Undefined,Percentage (%),Units,E06000043,6.14
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Southampton,,Undefined,Percentage (%),Units,E06000045,6.48
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Isle of Wight,,Undefined,Percentage (%),Units,E06000046,5.41
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,County Durham,,Undefined,Percentage (%),Units,E06000047,3.41
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Cheshire East,,Undefined,Percentage (%),Units,E06000049,4.5
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Cheshire West and Chester,,Undefined,Percentage (%),Units,E06000050,4.37
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Shropshire,,Undefined,Percentage (%),Units,E06000051,4.27
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Cornwall,,Undefined,Percentage (%),Units,E06000052,3.62
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Isles of Scilly,,Undefined,Percentage (%),Units,E06000053,2.8
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Wiltshire,,Undefined,Percentage (%),Units,E06000054,5.13
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Bedford,,Undefined,Percentage (%),Units,E06000055,5.5
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Central Bedfordshire,,Undefined,Percentage (%),Units,E06000056,5.4
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Northumberland,,Undefined,Percentage (%),Units,E06000057,3.18
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Birmingham,,Undefined,Percentage (%),Units,E08000025,6.05
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Coventry,,Undefined,Percentage (%),Units,E08000026,5.9
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Dudley,,Undefined,Percentage (%),Units,E08000027,5.71
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Sandwell,,Undefined,Percentage (%),Units,E08000028,6.27
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Harrow,,Undefined,Percentage (%),Units,E09000015,5.95
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Havering,,Undefined,Percentage (%),Units,E09000016,6.19
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hillingdon,,Undefined,Percentage (%),Units,E09000017,5.99
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hounslow,,Undefined,Percentage (%),Units,E09000018,6.37
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Islington,,Undefined,Percentage (%),Units,E09000019,6.63
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kensington and Chelsea,,Undefined,Percentage (%),Units,E09000020,6.74
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kingston upon Thames,,Undefined,Percentage (%),Units,E09000021,6.26
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lambeth,,Undefined,Percentage (%),Units,E09000022,6.69
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lewisham,,Undefined,Percentage (%),Units,E09000023,6.61
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Merton,,Undefined,Percentage (%),Units,E09000024,6.62
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Newham,,Undefined,Percentage (%),Units,E09000025,7.01
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Redbridge,,Undefined,Percentage (%),Units,E09000026,6.63
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Richmond upon Thames,,Undefined,Percentage (%),Units,E09000027,6.25
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Southwark,,Undefined,Percentage (%),Units,E09000028,6.64
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Sutton,,Undefined,Percentage (%),Units,E09000029,6.31
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Tower Hamlets,,Undefined,Percentage (%),Units,E09000030,6.64
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Waltham Forest,,Undefined,Percentage (%),Units,E09000031,6.83
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Wandsworth,,Undefined,Percentage (%),Units,E09000032,6.54
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Westminster,,Undefined,Percentage (%),Units,E09000033,6.69
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Haringey,,Undefined,Percentage (%),Units,E09000014,6.48
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Bracknell Forest,,Undefined,Percentage (%),Units,E06000036,5.87
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hammersmith and Fulham,,Undefined,Percentage (%),Units,E09000013,6.63
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Greenwich,,Undefined,Percentage (%),Units,E09000011,6.6
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Solihull,,Undefined,Percentage (%),Units,E08000029,5.78
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Walsall,,Undefined,Percentage (%),Units,E08000030,6.04
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Wolverhampton,,Undefined,Percentage (%),Units,E08000031,5.61
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Bradford,,Undefined,Percentage (%),Units,E08000032,4.88
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Calderdale,,Undefined,Percentage (%),Units,E08000033,4.64
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Kirklees,,Undefined,Percentage (%),Units,E08000034,4.78
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Leeds,,Undefined,Percentage (%),Units,E08000035,5.01
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Wakefield,,Undefined,Percentage (%),Units,E08000036,4.66
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Gateshead,,Undefined,Percentage (%),Units,E08000037,3.55
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,City of London,,Undefined,Percentage (%),Units,E09000001,6.76
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barking and Dagenham,,Undefined,Percentage (%),Units,E09000002,6.85
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barnet,,Undefined,Percentage (%),Units,E09000003,6.08
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bexley,,Undefined,Percentage (%),Units,E09000004,6.46
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Brent,,Undefined,Percentage (%),Units,E09000005,6.36
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bromley,,Undefined,Percentage (%),Units,E09000006,6.1
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Camden,,Undefined,Percentage (%),Units,E09000007,6.46
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Croydon,,Undefined,Percentage (%),Units,E09000008,6.41
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Ealing,,Undefined,Percentage (%),Units,E09000009,6.38
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Enfield,,Undefined,Percentage (%),Units,E09000010,6.29
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hackney,,Undefined,Percentage (%),Units,E09000012,6.63
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Medway,,Undefined,Percentage (%),Units,E06000035,6.86
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Portsmouth,,Undefined,Percentage (%),Units,E06000044,7.05
