Year,Fatality,Employment status,Industry,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2011,Fatal,,Mining and quarrying,,55 to 59,"Rate per 100,000 workers",Units,Undefined,10.48
2011,Fatal,,Mining and quarrying,Male,,"Rate per 100,000 workers",Units,Undefined,11.77
2011,Fatal,,Mining and quarrying,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,5.49
2011,Fatal,,Mining and quarrying,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,8.66
2011,Fatal,,Mining and quarrying,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,17.31
2011,Fatal,,Manufacturing,,,"Rate per 100,000 workers",Units,Undefined,1.07
2011,Fatal,,Manufacturing,,16 to 19,"Rate per 100,000 workers",Units,Undefined,1.95
2011,Fatal,,Manufacturing,,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.52
2011,Fatal,,Manufacturing,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.33
2011,Fatal,,Manufacturing,,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.13
2011,Fatal,,Manufacturing,,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.59
2011,Fatal,,Manufacturing,,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.57
2011,Fatal,,Manufacturing,,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.08
2011,Fatal,,Manufacturing,Male,,"Rate per 100,000 workers",Units,Undefined,1.41
2011,Fatal,,Manufacturing,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,2.48
2011,Fatal,,Manufacturing,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.71
2011,Fatal,,Manufacturing,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.47
2011,Fatal,,Manufacturing,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.49
2011,Fatal,,Manufacturing,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,2.06
2011,Fatal,,Manufacturing,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,2.05
2011,Fatal,,Manufacturing,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.32
2011,Fatal,,"Water supply; sewerage, waste management and remediation activities",,,"Rate per 100,000 workers",Units,Undefined,2.66
2011,Fatal,,"Water supply; sewerage, waste management and remediation activities",,25 to 34,"Rate per 100,000 workers",Units,Undefined,4.08
2011,Fatal,,"Water supply; sewerage, waste management and remediation activities",,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.9
2011,Fatal,,"Water supply; sewerage, waste management and remediation activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,9.35
2011,Fatal,,"Water supply; sewerage, waste management and remediation activities",Male,,"Rate per 100,000 workers",Units,Undefined,2.67
2011,Fatal,,"Water supply; sewerage, waste management and remediation activities",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,5.08
2011,Fatal,,"Water supply; sewerage, waste management and remediation activities",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,2.41
2011,Fatal,,"Water supply; sewerage, waste management and remediation activities",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,5.21
2011,Fatal,,"Water supply; sewerage, waste management and remediation activities",Female,,"Rate per 100,000 workers",Units,Undefined,2.6
2011,Fatal,,Construction,,,"Rate per 100,000 workers",Units,Undefined,2.25
2011,Fatal,,Construction,,16 to 19,"Rate per 100,000 workers",Units,Undefined,1.8
2011,Fatal,,Construction,,20 to 24,"Rate per 100,000 workers",Units,Undefined,2.63
2011,Fatal,,Construction,,25 to 34,"Rate per 100,000 workers",Units,Undefined,1.04
2011,Fatal,,Construction,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.98
2011,Fatal,,Construction,,45 to 54,"Rate per 100,000 workers",Units,Undefined,2.9
2011,Fatal,,Construction,,55 to 59,"Rate per 100,000 workers",Units,Undefined,4.54
2011,Fatal,,Construction,,60 to 64,"Rate per 100,000 workers",Units,Undefined,2.78
2011,Fatal,,Construction,,65 and over,"Rate per 100,000 workers",Units,Undefined,8.95
2011,Fatal,,Construction,Male,,"Rate per 100,000 workers",Units,Undefined,2.55
2011,Fatal,,Construction,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,1.9
2011,Fatal,,Construction,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,2.89
2011,Fatal,,Construction,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,1.16
2011,Fatal,,Construction,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.13
2011,Fatal,,Construction,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,3.31
2011,Fatal,,Construction,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,5.2
2011,Fatal,,Construction,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,3.1
2011,Fatal,,Construction,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,10.53
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,,"Rate per 100,000 workers",Units,Undefined,0.24
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.17
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.28
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.29
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.53
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,60 to 64,"Rate per 100,000 workers",Units,Undefined,0.39
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,65 and over,"Rate per 100,000 workers",Units,Undefined,0.69
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,,"Rate per 100,000 workers",Units,Undefined,0.43
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.31
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.54
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.41
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.19
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,0.76
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,1.25
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,,"Rate per 100,000 workers",Units,Undefined,0.04
2011,Fatal,,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.18
2011,Fatal,,Transportation and storage,,,"Rate per 100,000 workers",Units,Undefined,0.62
2011,Fatal,,Transportation and storage,,20 to 24,"Rate per 100,000 workers",Units,Undefined,1.17
2011,Fatal,,Transportation and storage,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.26
2011,Fatal,,Transportation and storage,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.76
2011,Fatal,,Transportation and storage,,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.67
2011,Fatal,,Transportation and storage,,65 and over,"Rate per 100,000 workers",Units,Undefined,4.4
2011,Fatal,,Transportation and storage,Male,,"Rate per 100,000 workers",Units,Undefined,0.68
2011,Fatal,,Transportation and storage,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,1.69
2011,Fatal,,Transportation and storage,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.32
2011,Fatal,,Transportation and storage,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.92
2011,Fatal,,Transportation and storage,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.8
2011,Fatal,,Transportation and storage,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,2.62
2011,Fatal,,Transportation and storage,Female,,"Rate per 100,000 workers",Units,Undefined,0.37
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,,"Rate per 100,000 workers",Units,Undefined,0.24
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.06
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.33
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.15
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.46
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,60 to 64,"Rate per 100,000 workers",Units,Undefined,0.35
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,65 and over,"Rate per 100,000 workers",Units,Undefined,1.61
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,,"Rate per 100,000 workers",Units,Undefined,0.38
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.11
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.55
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.13
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.76
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,0.52
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,65 and over,"Rate per 100,000 workers",Units,Undefined,2.36
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,,"Rate per 100,000 workers",Units,Undefined,0.04
2011,Fatal,,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.19
2011,Fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,,"Rate per 100,000 workers",Units,Undefined,0.04
2011,Fatal,,Public administration and defence; compulsory social security; education; human health and social work activities,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.11
