Year,Series,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2005,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,1.0
2006,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,0.0
2007,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,3.0
2008,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,3.0
2009,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,4.0
2010,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,7.0
2011,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,4.0
2012,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,0.0
2013,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,3.0
2014,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,3.0
2015,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,2.0
2016,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,4.0
2017,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,2.0
2018,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,2.0
2019,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,5.0
2020,Number of deaths from exposure to forces of nature,Wales,Male,,Normal value,,Number,W92000004,1.0
2001,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.2483
2002,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.1806
2003,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.1778
2004,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.1787
2005,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.168
2006,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.1724
2007,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.2004
2008,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.2115
2009,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.2245
2010,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.2316
2011,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.1406
2012,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.145
2013,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.18
2014,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.13
2015,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.07
2016,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.09
2017,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.12
2018,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.1
2019,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.08
2020,"Age-standardised mortality rates per 100,000 population",,,,Normal value,,"Rate per 100,000 population",,0.08
2001,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,130.0
2002,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,95.0
2003,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,94.0
2004,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,95.0
2005,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,90.0
2006,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,93.0
2007,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,109.0
2008,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,116.0
2009,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,124.0
2010,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,129.0
2011,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,79.0
2012,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,82.0
2013,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,97.0
2014,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,71.0
2015,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,39.0
2016,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,53.0
2017,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,65.0
2018,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,57.0
2019,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,46.0
2020,Number of deaths from exposure to forces of nature,,,,Normal value,,Number,,49.0
2001,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,120.0
2002,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,84.0
2003,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,91.0
2004,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,88.0
2005,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,88.0
2006,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,90.0
2007,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,102.0
2008,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,112.0
2009,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,114.0
2010,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,115.0
2011,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,73.0
2012,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,81.0
2013,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,91.0
2014,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,64.0
2015,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,36.0
2016,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,48.0
2017,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,63.0
2018,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,53.0
2019,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,41.0
2020,Number of deaths from exposure to forces of nature,England,,,Normal value,,Number,E92000001,46.0
2001,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,10.0
2002,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,11.0
2003,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,3.0
2004,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,7.0
2005,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,2.0
2006,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,3.0
2007,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,7.0
2008,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,4.0
2009,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,10.0
2010,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,14.0
2011,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,6.0
2012,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,1.0
2013,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,6.0
2014,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,7.0
2015,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,3.0
2016,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,5.0
2017,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,2.0
2018,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,4.0
2019,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,5.0
2020,Number of deaths from exposure to forces of nature,Wales,,,Normal value,,Number,W92000004,3.0
2007,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,7.0
2008,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,3.0
2009,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,10.0
2010,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,14.0
2011,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,6.0
2012,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,1.0
2013,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,6.0
2014,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,6.0
2015,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,3.0
2016,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,5.0
2017,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,2.0
2018,Wales,,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Number of Deaths,,4.0
2001,Wales,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,Wales,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,Wales,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,Wales,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,Wales,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,Wales,,Exposure to excessive natural heat,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
