Year,Banking service,Country,Region,County,Local Authority,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2015,Commerical bank branches and building societies,,,,Southampton,Undefined,Units,"Number per 100,000 adults",E06000045,24.4
2016,Commerical bank branches and building societies,,,,Southampton,Undefined,Units,"Number per 100,000 adults",E06000045,22.0
2017,Commerical bank branches and building societies,,,,Southampton,Undefined,Units,"Number per 100,000 adults",E06000045,19.8
2010,Commerical bank branches and building societies,,,,West Berkshire,Undefined,Units,"Number per 100,000 adults",E06000037,22.7
2011,Commerical bank branches and building societies,,,,West Berkshire,Undefined,Units,"Number per 100,000 adults",E06000037,19.5
2012,Commerical bank branches and building societies,,,,West Berkshire,Undefined,Units,"Number per 100,000 adults",E06000037,19.4
2013,Commerical bank branches and building societies,,,,West Berkshire,Undefined,Units,"Number per 100,000 adults",E06000037,19.2
2014,Commerical bank branches and building societies,,,,West Berkshire,Undefined,Units,"Number per 100,000 adults",E06000037,19.2
2015,Commerical bank branches and building societies,,,,West Berkshire,Undefined,Units,"Number per 100,000 adults",E06000037,19.1
2016,Commerical bank branches and building societies,,,,West Berkshire,Undefined,Units,"Number per 100,000 adults",E06000037,15.8
2017,Commerical bank branches and building societies,,,,West Berkshire,Undefined,Units,"Number per 100,000 adults",E06000037,15.8
2010,Commerical bank branches and building societies,,,,Windsor and Maidenhead,Undefined,Units,"Number per 100,000 adults",E06000040,20.8
2011,Commerical bank branches and building societies,,,,Windsor and Maidenhead,Undefined,Units,"Number per 100,000 adults",E06000040,17.2
2012,Commerical bank branches and building societies,,,,Windsor and Maidenhead,Undefined,Units,"Number per 100,000 adults",E06000040,20.6
2013,Commerical bank branches and building societies,,,,Windsor and Maidenhead,Undefined,Units,"Number per 100,000 adults",E06000040,20.5
2014,Commerical bank branches and building societies,,,,Windsor and Maidenhead,Undefined,Units,"Number per 100,000 adults",E06000040,20.3
2015,Commerical bank branches and building societies,,,,Windsor and Maidenhead,Undefined,Units,"Number per 100,000 adults",E06000040,20.2
2016,Commerical bank branches and building societies,,,,Windsor and Maidenhead,Undefined,Units,"Number per 100,000 adults",E06000040,20.0
2017,Commerical bank branches and building societies,,,,Windsor and Maidenhead,Undefined,Units,"Number per 100,000 adults",E06000040,16.7
2010,Commerical bank branches and building societies,,,,Wokingham,Undefined,Units,"Number per 100,000 adults",E06000041,16.2
2011,Commerical bank branches and building societies,,,,Wokingham,Undefined,Units,"Number per 100,000 adults",E06000041,16.1
2012,Commerical bank branches and building societies,,,,Wokingham,Undefined,Units,"Number per 100,000 adults",E06000041,12.8
2013,Commerical bank branches and building societies,,,,Wokingham,Undefined,Units,"Number per 100,000 adults",E06000041,12.7
2014,Commerical bank branches and building societies,,,,Wokingham,Undefined,Units,"Number per 100,000 adults",E06000041,12.5
2015,Commerical bank branches and building societies,,,,Wokingham,Undefined,Units,"Number per 100,000 adults",E06000041,12.4
2016,Commerical bank branches and building societies,,,,Wokingham,Undefined,Units,"Number per 100,000 adults",E06000041,12.3
2017,Commerical bank branches and building societies,,,,Wokingham,Undefined,Units,"Number per 100,000 adults",E06000041,12.1
2010,Commerical bank branches and building societies,,,Buckinghamshire,,Undefined,Units,"Number per 100,000 adults",E10000002,19.9
2011,Commerical bank branches and building societies,,,Buckinghamshire,,Undefined,Units,"Number per 100,000 adults",E10000002,19.7
2012,Commerical bank branches and building societies,,,Buckinghamshire,,Undefined,Units,"Number per 100,000 adults",E10000002,18.6
2013,Commerical bank branches and building societies,,,Buckinghamshire,,Undefined,Units,"Number per 100,000 adults",E10000002,17.5
2014,Commerical bank branches and building societies,,,Buckinghamshire,,Undefined,Units,"Number per 100,000 adults",E10000002,17.3
2015,Commerical bank branches and building societies,,,Buckinghamshire,,Undefined,Units,"Number per 100,000 adults",E10000002,17.1
2016,Commerical bank branches and building societies,,,Buckinghamshire,,Undefined,Units,"Number per 100,000 adults",E10000002,16.9
2017,Commerical bank branches and building societies,,,Buckinghamshire,,Undefined,Units,"Number per 100,000 adults",E10000002,16.8
2010,Commerical bank branches and building societies,,,East Sussex,,Undefined,Units,"Number per 100,000 adults",E10000011,20.1
2011,Commerical bank branches and building societies,,,East Sussex,,Undefined,Units,"Number per 100,000 adults",E10000011,19.0
2012,Commerical bank branches and building societies,,,East Sussex,,Undefined,Units,"Number per 100,000 adults",E10000011,17.9
2013,Commerical bank branches and building societies,,,East Sussex,,Undefined,Units,"Number per 100,000 adults",E10000011,17.8
2014,Commerical bank branches and building societies,,,East Sussex,,Undefined,Units,"Number per 100,000 adults",E10000011,17.6
2015,Commerical bank branches and building societies,,,East Sussex,,Undefined,Units,"Number per 100,000 adults",E10000011,17.4
2016,Commerical bank branches and building societies,,,East Sussex,,Undefined,Units,"Number per 100,000 adults",E10000011,16.4
2017,Commerical bank branches and building societies,,,East Sussex,,Undefined,Units,"Number per 100,000 adults",E10000011,14.5
2010,Commerical bank branches and building societies,,,Hampshire,,Undefined,Units,"Number per 100,000 adults",E10000014,24.8
2011,Commerical bank branches and building societies,,,Hampshire,,Undefined,Units,"Number per 100,000 adults",E10000014,25.0
2012,Commerical bank branches and building societies,,,Hampshire,,Undefined,Units,"Number per 100,000 adults",E10000014,18.8
2013,Commerical bank branches and building societies,,,Hampshire,,Undefined,Units,"Number per 100,000 adults",E10000014,18.3
2014,Commerical bank branches and building societies,,,Hampshire,,Undefined,Units,"Number per 100,000 adults",E10000014,17.4
2015,Commerical bank branches and building societies,,,Hampshire,,Undefined,Units,"Number per 100,000 adults",E10000014,16.9
2016,Commerical bank branches and building societies,,,Hampshire,,Undefined,Units,"Number per 100,000 adults",E10000014,15.7
2017,Commerical bank branches and building societies,,,Hampshire,,Undefined,Units,"Number per 100,000 adults",E10000014,15.0
2010,Commerical bank branches and building societies,,,Kent,,Undefined,Units,"Number per 100,000 adults",E10000016,20.7
2011,Commerical bank branches and building societies,,,Kent,,Undefined,Units,"Number per 100,000 adults",E10000016,19.8
2012,Commerical bank branches and building societies,,,Kent,,Undefined,Units,"Number per 100,000 adults",E10000016,17.9
2013,Commerical bank branches and building societies,,,Kent,,Undefined,Units,"Number per 100,000 adults",E10000016,16.7
2014,Commerical bank branches and building societies,,,Kent,,Undefined,Units,"Number per 100,000 adults",E10000016,16.2
2015,Commerical bank branches and building societies,,,Kent,,Undefined,Units,"Number per 100,000 adults",E10000016,15.4
2016,Commerical bank branches and building societies,,,Kent,,Undefined,Units,"Number per 100,000 adults",E10000016,14.9
2017,Commerical bank branches and building societies,,,Kent,,Undefined,Units,"Number per 100,000 adults",E10000016,13.8
2010,Commerical bank branches and building societies,,,Oxfordshire,,Undefined,Units,"Number per 100,000 adults",E10000025,24.7
2011,Commerical bank branches and building societies,,,Oxfordshire,,Undefined,Units,"Number per 100,000 adults",E10000025,23.7
2012,Commerical bank branches and building societies,,,Oxfordshire,,Undefined,Units,"Number per 100,000 adults",E10000025,22.7
2013,Commerical bank branches and building societies,,,Oxfordshire,,Undefined,Units,"Number per 100,000 adults",E10000025,21.1
2014,Commerical bank branches and building societies,,,Oxfordshire,,Undefined,Units,"Number per 100,000 adults",E10000025,20.9
2015,Commerical bank branches and building societies,,,Oxfordshire,,Undefined,Units,"Number per 100,000 adults",E10000025,20.8
2016,Commerical bank branches and building societies,,,Oxfordshire,,Undefined,Units,"Number per 100,000 adults",E10000025,20.6
2017,Commerical bank branches and building societies,,,Oxfordshire,,Undefined,Units,"Number per 100,000 adults",E10000025,19.8
2010,Commerical bank branches and building societies,,,Surrey,,Undefined,Units,"Number per 100,000 adults",E10000030,24.0
2011,Commerical bank branches and building societies,,,Surrey,,Undefined,Units,"Number per 100,000 adults",E10000030,22.9
2012,Commerical bank branches and building societies,,,Surrey,,Undefined,Units,"Number per 100,000 adults",E10000030,20.5
2013,Commerical bank branches and building societies,,,Surrey,,Undefined,Units,"Number per 100,000 adults",E10000030,20.4
2014,Commerical bank branches and building societies,,,Surrey,,Undefined,Units,"Number per 100,000 adults",E10000030,19.3
2015,Commerical bank branches and building societies,,,Surrey,,Undefined,Units,"Number per 100,000 adults",E10000030,19.2
2016,Commerical bank branches and building societies,,,Surrey,,Undefined,Units,"Number per 100,000 adults",E10000030,19.1
2017,Commerical bank branches and building societies,,,Surrey,,Undefined,Units,"Number per 100,000 adults",E10000030,17.7
2010,Commerical bank branches and building societies,,,West Sussex,,Undefined,Units,"Number per 100,000 adults",E10000032,31.1
2011,Commerical bank branches and building societies,,,West Sussex,,Undefined,Units,"Number per 100,000 adults",E10000032,29.1
2012,Commerical bank branches and building societies,,,West Sussex,,Undefined,Units,"Number per 100,000 adults",E10000032,20.8
2013,Commerical bank branches and building societies,,,West Sussex,,Undefined,Units,"Number per 100,000 adults",E10000032,20.7
2014,Commerical bank branches and building societies,,,West Sussex,,Undefined,Units,"Number per 100,000 adults",E10000032,18.7
2015,Commerical bank branches and building societies,,,West Sussex,,Undefined,Units,"Number per 100,000 adults",E10000032,19.1
2016,Commerical bank branches and building societies,,,West Sussex,,Undefined,Units,"Number per 100,000 adults",E10000032,17.7
2017,Commerical bank branches and building societies,,,West Sussex,,Undefined,Units,"Number per 100,000 adults",E10000032,17.0
2010,Commerical bank branches and building societies,,,,Bath and North East Somerset,Undefined,Units,"Number per 100,000 adults",E06000022,31.6
2011,Commerical bank branches and building societies,,,,Bath and North East Somerset,Undefined,Units,"Number per 100,000 adults",E06000022,31.3
2012,Commerical bank branches and building societies,,,,Bath and North East Somerset,Undefined,Units,"Number per 100,000 adults",E06000022,28.2
2013,Commerical bank branches and building societies,,,,Bath and North East Somerset,Undefined,Units,"Number per 100,000 adults",E06000022,27.9
2014,Commerical bank branches and building societies,,,,Bath and North East Somerset,Undefined,Units,"Number per 100,000 adults",E06000022,27.6
2015,Commerical bank branches and building societies,,,,Bath and North East Somerset,Undefined,Units,"Number per 100,000 adults",E06000022,24.4
2016,Commerical bank branches and building societies,,,,Bath and North East Somerset,Undefined,Units,"Number per 100,000 adults",E06000022,21.4
2017,Commerical bank branches and building societies,,,,Bath and North East Somerset,Undefined,Units,"Number per 100,000 adults",E06000022,18.6
2010,Commerical bank branches and building societies,,,,Bournemouth,Undefined,Units,"Number per 100,000 adults",E06000028,34.8
2011,Commerical bank branches and building societies,,,,Bournemouth,Undefined,Units,"Number per 100,000 adults",E06000028,34.3
2012,Commerical bank branches and building societies,,,,Bournemouth,Undefined,Units,"Number per 100,000 adults",E06000028,28.7
2013,Commerical bank branches and building societies,,,,Bournemouth,Undefined,Units,"Number per 100,000 adults",E06000028,28.6
2014,Commerical bank branches and building societies,,,,Bournemouth,Undefined,Units,"Number per 100,000 adults",E06000028,25.7
