Year,Units,Urbanisation,Urbanisation sub-category,Household composition,Age of oldest person,Age of youngest person,Income group,Living in poverty,Economic activity,Disability status,Ethnicity of household reference person (HRP),Length of residence,Sub-national area,Decent homes criteria,Unit measure,Observation status,Unit multiplier,Value
2008,Household (%),,,,,,4th quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.03668984435
2008,Household (%),,,,,,5th quintile (highest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.63346725236
2008,Household (%),,,,,,,In poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,5.1778951115
2008,Household (%),,,,,,,Not in poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.9414651435400003
2008,Household (%),,,,,,,,Workless household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.533112457890001
2008,Household (%),,,,,,,,Working household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.5082995670700003
2008,Household (%),,,,,,,,,Long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.8458685427199994
2008,Household (%),,,,,,,,,No long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.1246833019499998
2008,Household (%),,,,,,,,,,White,,,Modern facilities and services,Percentage (%),Undefined,Units,3.12530377323
2008,Household (%),,,,,,,,,,Black,,,Modern facilities and services,Percentage (%),Undefined,Units,6.8058970065699995
2008,Household (%),,,,,,,,,,Asian,,,Modern facilities and services,Percentage (%),Undefined,Units,3.8072438217199998
2008,Household (%),,,,,,,,,,Other,,,Modern facilities and services,Percentage (%),Undefined,Units,6.4269086738
2008,Household (%),,,,,,,,,,All minority,,,Modern facilities and services,Percentage (%),Undefined,Units,5.462008978559999
2008,Household (%),,,,,,,,,,,Less than 1 year,,Modern facilities and services,Percentage (%),Undefined,Units,1.8426979505
2008,Household (%),,,,,,,,,,,1-4 years,,Modern facilities and services,Percentage (%),Undefined,Units,2.34426252526
2008,Household (%),,,,,,,,,,,5-9 years,,Modern facilities and services,Percentage (%),Undefined,Units,2.84828490144
2008,Household (%),,,,,,,,,,,10-19 years,,Modern facilities and services,Percentage (%),Undefined,Units,3.20953952977
2008,Household (%),,,,,,,,,,,20-29 years,,Modern facilities and services,Percentage (%),Undefined,Units,3.8727772785400005
2008,Household (%),,,,,,,,,,,30 or more years,,Modern facilities and services,Percentage (%),Undefined,Units,6.703561839480001
2009,Household (%),,,Couple under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.5064146535799998
2009,Household (%),,,Couple 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.25026741051
2009,Household (%),,,Couple with children,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.55598161359
2009,Household (%),,,Lone parent,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.8089240798
2009,Household (%),,,Multi-person household,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.239287362869999
2009,Household (%),,,One person under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.570429655340001
2009,Household (%),,,One person 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,5.75024456623
2009,Household (%),,,,59 and under,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.59902786312
2009,Household (%),,,,60 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.82807750312
2009,Household (%),,,,75 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,5.53752640551
2009,Household (%),,,,,4 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.46446563217
2009,Household (%),,,,,15 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.17669671013
2009,Household (%),,,,,16 and over,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.38318949431
2009,Household (%),,,,,,1st quintile (lowest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.757636897609999
2009,Household (%),,,,,,2nd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.0234798315599996
2009,Household (%),,,,,,3rd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.51140046047
2009,Household (%),,,,,,4th quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.40798237863
2009,Household (%),,,,,,5th quintile (highest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.47074512537
2009,Household (%),,,,,,,In poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.94509825434
2009,Household (%),,,,,,,Not in poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.63768717492
2009,Household (%),,,,,,,,Workless household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.20837890915
2009,Household (%),,,,,,,,Working household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.2078142483
2009,Household (%),,,,,,,,,Long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.52962651245
2009,Household (%),,,,,,,,,No long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.79282930644
2009,Household (%),,,,,,,,,,White,,,Modern facilities and services,Percentage (%),Undefined,Units,2.91763497973
2009,Household (%),,,,,,,,,,Black,,,Modern facilities and services,Percentage (%),Undefined,Units,5.49547997729
2009,Household (%),,,,,,,,,,Asian,,,Modern facilities and services,Percentage (%),Undefined,Units,3.2353212277599996
2009,Household (%),,,,,,,,,,Other,,,Modern facilities and services,Percentage (%),Undefined,Units,4.351796430159999
2009,Household (%),,,,,,,,,,All minority,,,Modern facilities and services,Percentage (%),Undefined,Units,4.23220292074
2009,Household (%),,,,,,,,,,,Less than 1 year,,Modern facilities and services,Percentage (%),Undefined,Units,2.27011991051
2009,Household (%),,,,,,,,,,,1-4 years,,Modern facilities and services,Percentage (%),Undefined,Units,2.26814847872
2009,Household (%),,,,,,,,,,,5-9 years,,Modern facilities and services,Percentage (%),Undefined,Units,2.29117763074
2009,Household (%),,,,,,,,,,,10-19 years,,Modern facilities and services,Percentage (%),Undefined,Units,2.47119140774
2009,Household (%),,,,,,,,,,,20-29 years,,Modern facilities and services,Percentage (%),Undefined,Units,2.78260121408
2009,Household (%),,,,,,,,,,,30 or more years,,Modern facilities and services,Percentage (%),Undefined,Units,7.2828575532
2010,Household (%),,,Couple under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.459
2010,Household (%),,,Couple 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.8530000000000002
2010,Household (%),,,Couple with children,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.872
2010,Household (%),,,Lone parent,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.75
2010,Household (%),,,Multi-person household,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.53
2010,Household (%),,,One person under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.4730000000000003
2010,Household (%),,,One person 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.1419999999999995
2010,Household (%),,,,59 and under,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.8559999999999999
2010,Household (%),,,,60 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.054
2010,Household (%),,,,75 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.378
2010,Household (%),,,,,4 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.848
2010,Household (%),,,,,15 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.4140000000000001
2010,Household (%),,,,,16 and over,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.65
2010,Household (%),,,,,,1st quintile (lowest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.424
2010,Household (%),,,,,,2nd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.627
2010,Household (%),,,,,,3rd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.8739999999999997
2010,Household (%),,,,,,4th quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.368
2010,Household (%),,,,,,5th quintile (highest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.208
2010,Household (%),,,,,,,In poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.583
2010,Household (%),,,,,,,Not in poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.042
2010,Household (%),,,,,,,,Workless household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.984
2010,Household (%),,,,,,,,Working household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.7309999999999999
2010,Household (%),,,,,,,,,Long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.88
2010,Household (%),,,,,,,,,No long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.065
2010,Household (%),,,,,,,,,,White,,,Modern facilities and services,Percentage (%),Undefined,Units,2.299
2010,Household (%),,,,,,,,,,All minority,,,Modern facilities and services,Percentage (%),Undefined,Units,2.295
2010,Household (%),,,,,,,,,,,1-4 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.65
2010,Household (%),,,,,,,,,,,5-9 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.724
2010,Household (%),,,,,,,,,,,10-19 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.551
2010,Household (%),,,,,,,,,,,20-29 years,,Modern facilities and services,Percentage (%),Undefined,Units,2.151
2010,Household (%),,,,,,,,,,,30 or more years,,Modern facilities and services,Percentage (%),Undefined,Units,5.796
2011,Household (%),,,Couple under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.192
2011,Household (%),,,One person under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.5340000000000003
2011,Household (%),,,One person 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.431
2011,Household (%),,,,59 and under,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.3530000000000002
2011,Household (%),,,,60 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.953
2011,Household (%),,,,75 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.759
2011,Household (%),,,,,15 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.899
2011,Household (%),,,,,16 and over,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.848
2011,Household (%),,,,,,1st quintile (lowest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.943
2011,Household (%),,,,,,2nd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.205
2011,Household (%),,,,,,3rd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.911
2011,Household (%),,,,,,,In poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.815
2011,Household (%),,,,,,,Not in poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.535
2011,Household (%),,,,,,,,Workless household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.9269999999999998
2011,Household (%),,,,,,,,Working household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.275
2011,Household (%),,,,,,,,,Long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.9669999999999999
2011,Household (%),,,,,,,,,No long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.411
2011,Household (%),,,,,,,,,,White,,,Modern facilities and services,Percentage (%),Undefined,Units,1.528
2011,Household (%),,,,,,,,,,All minority,,,Modern facilities and services,Percentage (%),Undefined,Units,2.0
2011,Household (%),,,,,,,,,,,1-4 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.514
2011,Household (%),,,,,,,,,,,5-9 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.251
2011,Household (%),,,,,,,,,,,10-19 years,,Modern facilities and services,Percentage (%),Undefined,Units,0.838
2011,Household (%),,,,,,,,,,,20-29 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.9169999999999998
2011,Household (%),,,,,,,,,,,30 or more years,,Modern facilities and services,Percentage (%),Undefined,Units,3.306
2012,Household (%),,,Couple under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.718
2012,Household (%),,,Couple 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.639
2012,Household (%),,,Couple with children,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.7170000000000001
2012,Household (%),,,Lone parent,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.9590000000000001
2012,Household (%),,,Multi-person household,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.265
2012,Household (%),,,One person under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.688
2012,Household (%),,,One person 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.8360000000000003
2012,Household (%),,,,59 and under,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.2819999999999998
2012,Household (%),,,,60 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.063
2012,Household (%),,,,75 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.674
2012,Household (%),,,,,4 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.514
2012,Household (%),,,,,15 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.812
2012,Household (%),,,,,16 and over,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.8869999999999998
2012,Household (%),,,,,,1st quintile (lowest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.3040000000000003
2012,Household (%),,,,,,2nd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.122
2012,Household (%),,,,,,3rd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.857
2012,Household (%),,,,,,4th quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.851
2012,Household (%),,,,,,5th quintile (highest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.805
2012,Household (%),,,,,,,In poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.424
2012,Household (%),,,,,,,Not in poverty,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.44
2012,Household (%),,,,,,,,Workless household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.276
2012,Household (%),,,,,,,,Working household,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.062
2012,Household (%),,,,,,,,,Long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.085
2012,Household (%),,,,,,,,,No long-term illness/disability,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.3659999999999999
2012,Household (%),,,,,,,,,,White,,,Modern facilities and services,Percentage (%),Undefined,Units,1.463
2012,Household (%),,,,,,,,,,Black,,,Modern facilities and services,Percentage (%),Undefined,Units,2.425
2012,Household (%),,,,,,,,,,Asian,,,Modern facilities and services,Percentage (%),Undefined,Units,2.633
2012,Household (%),,,,,,,,,,Other,,,Modern facilities and services,Percentage (%),Undefined,Units,2.226
2012,Household (%),,,,,,,,,,All minority,,,Modern facilities and services,Percentage (%),Undefined,Units,2.472
2012,Household (%),,,,,,,,,,,Less than 1 year,,Modern facilities and services,Percentage (%),Undefined,Units,0.799
2012,Household (%),,,,,,,,,,,1-4 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.656
2012,Household (%),,,,,,,,,,,5-9 years,,Modern facilities and services,Percentage (%),Undefined,Units,0.981
2012,Household (%),,,,,,,,,,,10-19 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.124
2012,Household (%),,,,,,,,,,,20-29 years,,Modern facilities and services,Percentage (%),Undefined,Units,1.796
2012,Household (%),,,,,,,,,,,30 or more years,,Modern facilities and services,Percentage (%),Undefined,Units,3.267
2013,Household (%),,,Couple under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.08504257903
2013,Household (%),,,Couple 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.1863332176799999
2013,Household (%),,,Couple with children,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.7666195922329999
2013,Household (%),,,Lone parent,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.4491335352099999
2013,Household (%),,,Multi-person household,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.85863562534
2013,Household (%),,,One person under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.25814886954
2013,Household (%),,,One person 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.39839578867
2013,Household (%),,,,59 and under,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.55639436363
2013,Household (%),,,,60 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.44813649286
2013,Household (%),,,,75 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.3590146739599995
2013,Household (%),,,,,4 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.0068399452799999
2013,Household (%),,,,,15 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,0.985330185942
